Time,Value1,Value2
2016-07-18 13:24:40,16,5.19
2016-07-18 13:24:41,6,45.65
2016-07-18 13:24:42,25,9.56
2016-07-18 13:24:43,12,49.71
2016-07-18 13:24:44,16,5.18
2016-07-18 13:24:45,19,35.09
2016-07-18 13:24:46,16,49.12
2016-07-18 13:24:47,3,43.81
2016-07-18 13:24:48,43,1.36
2016-07-18 13:24:49,15,6.62
2016-07-18 13:24:50,11,25.17
2016-07-18 13:24:51,23,15.17
2016-07-18 13:24:52,6,34.29
2016-07-18 13:24:53,48,47.35
2016-07-18 13:24:54,14,8.34
2016-07-18 13:24:55,25,39.19
2016-07-18 13:24:56,6,9.85
2016-07-18 13:24:57,23,12.47
2016-07-18 13:24:58,34,46.6
2016-07-18 13:24:59,41,3.35
2016-07-18 13:25:00,18,32.13
2016-07-18 13:25:01,32,49.26
2016-07-18 13:25:02,37,9.85
2016-07-18 13:25:03,40,28.39
2016-07-18 13:25:04,18,10.64
2016-07-18 13:25:05,13,16.92
2016-07-18 13:25:06,29,3.67
2016-07-18 13:25:07,39,23.67
2016-07-18 13:25:08,45,16.8
2016-07-18 13:25:10,38,26.23
2016-07-18 13:25:11,41,16.07
2016-07-18 13:25:12,19,49.07
2016-07-18 13:25:13,7,37.87
2016-07-18 13:25:14,29,35.2
2016-07-18 13:25:15,8,9.93
2016-07-18 13:25:16,49,6.07
2016-07-18 13:25:17,9,31.06
2016-07-18 13:25:18,31,15.15
2016-07-18 13:25:19,26,31.37
2016-07-18 13:25:20,42,25.23
2016-07-18 13:25:21,13,23.05
2016-07-18 13:25:22,23,42.94
2016-07-18 13:25:23,15,31.24
2016-07-18 13:25:24,25,40.73
2016-07-18 13:25:25,2,7.08
2016-07-18 13:25:26,4,9.2
2016-07-18 13:25:27,46,20.1
2016-07-18 13:25:28,24,2.72
2016-07-18 13:25:29,10,13.25
2016-07-18 13:25:30,2,39.45
2016-07-18 13:25:31,3,36.74
2016-07-18 13:25:32,28,41.64
2016-07-18 13:25:33,16,7.17
2016-07-18 13:25:34,16,45.92
2016-07-18 13:25:35,9,1.34
2016-07-18 13:25:36,36,15.22
2016-07-18 13:25:37,5,26.29
2016-07-18 13:25:38,3,43.19
2016-07-18 13:25:39,29,45.99
2016-07-18 13:25:40,47,7.85
2016-07-18 13:25:41,37,9.59
2016-07-18 13:25:42,30,16.19
2016-07-18 13:25:43,18,3.84
2016-07-18 13:25:44,25,13.4
2016-07-18 13:25:45,6,10.65
2016-07-18 13:25:46,43,25.67
2016-07-18 13:25:47,34,42.01
2016-07-18 13:25:48,2,9.34
2016-07-18 13:25:49,15,41.77
2016-07-18 13:25:50,35,4.76
2016-07-18 13:25:51,46,18.85
2016-07-18 13:25:52,0,15.49
2016-07-18 13:25:53,8,26.84
2016-07-18 13:25:54,4,0.06
2016-07-18 13:25:55,40,33
2016-07-18 13:25:56,43,14.26
2016-07-18 13:25:57,36,22.22
2016-07-18 13:25:58,47,31.23
2016-07-18 13:25:59,26,0.28
2016-07-18 13:26:00,33,37.02
2016-07-18 13:26:01,36,15.19
2016-07-18 13:26:02,17,44.18
2016-07-18 13:26:03,45,43.73
2016-07-18 13:26:04,42,16.12
2016-07-18 13:26:05,29,7.54
2016-07-18 13:26:06,0,42.89
2016-07-18 13:26:07,3,15.44
2016-07-18 13:26:08,32,18.61
2016-07-18 13:26:09,36,16.95
2016-07-18 13:26:10,9,26.81
2016-07-18 13:26:11,26,13.24
2016-07-18 13:26:12,18,29.19
2016-07-18 13:26:13,13,20.55
2016-07-18 13:26:14,28,44.09
2016-07-18 13:26:15,36,38.73
2016-07-18 13:26:16,11,2.96
2016-07-18 13:26:17,14,13.55
2016-07-18 13:26:18,11,18.54
2016-07-18 13:26:19,43,27.65
2016-07-18 13:26:20,6,14.27
2016-07-18 13:26:21,14,32.93
2016-07-18 13:26:22,7,46.5
2016-07-18 13:26:23,0,48.31
2016-07-18 13:26:24,0,42.82
2016-07-18 13:26:25,15,23.05
2016-07-18 13:26:26,31,39.22
2016-07-18 13:26:27,33,5.25
2016-07-18 13:26:28,27,15.07
2016-07-18 13:26:29,47,15.86
2016-07-18 13:26:30,26,34.19
2016-07-18 13:26:31,45,25.37
2016-07-18 13:26:32,50,37.95
2016-07-18 13:26:33,26,48.19
2016-07-18 13:26:34,14,45.66
2016-07-18 13:26:35,47,37.89
2016-07-18 13:26:36,8,26.28
2016-07-18 13:26:37,2,2.41
2016-07-18 13:26:38,18,10.34
2016-07-18 13:26:39,34,35.18
2016-07-18 13:26:40,15,27.36
2016-07-18 13:26:41,24,21.37
2016-07-18 13:26:42,23,31.04
2016-07-18 13:26:43,4,34.9
2016-07-18 13:26:44,11,10.35
2016-07-18 13:26:45,39,37.89
2016-07-18 13:26:46,39,34.65
2016-07-18 13:26:47,18,7.26
2016-07-18 13:26:48,23,5.28
2016-07-18 13:26:49,48,32.27
2016-07-18 13:26:50,40,2.73
2016-07-18 13:26:51,36,37.48
2016-07-18 13:26:52,25,35.09
2016-07-18 13:26:53,5,15.61
2016-07-18 13:26:54,32,4.08
2016-07-18 13:26:55,18,22.68
2016-07-18 13:26:56,40,31.63
2016-07-18 13:26:57,42,18.4
2016-07-18 13:26:58,31,11.29
2016-07-18 13:26:59,10,48.58
2016-07-18 13:27:00,25,39.47
2016-07-18 13:27:01,10,48.73
2016-07-18 13:27:02,22,15.47
2016-07-18 13:27:03,13,11.04
2016-07-18 13:27:04,2,11.91
2016-07-18 13:27:05,26,28.9
2016-07-18 13:27:06,13,29.99
2016-07-18 13:27:07,42,7.42
2016-07-18 13:27:08,22,0.63
2016-07-18 13:27:09,42,31.34
2016-07-18 13:27:10,8,41.92
2016-07-18 13:27:11,10,12.05
2016-07-18 13:27:12,32,49.57
2016-07-18 13:27:13,7,24.56
2016-07-18 13:27:14,22,8.25
2016-07-18 13:27:15,6,27.98
2016-07-18 13:27:16,12,31.2
2016-07-18 13:27:17,29,19.45
2016-07-18 13:27:18,5,48.33
2016-07-18 13:27:19,9,33.4
2016-07-18 13:27:20,47,0.11
2016-07-18 13:27:21,23,7.35
2016-07-18 13:27:22,40,46.91
2016-07-18 13:27:23,28,37.29
2016-07-18 13:27:24,13,2.65
2016-07-18 13:27:25,26,47.81
2016-07-18 13:27:26,5,48.45
2016-07-18 13:27:27,4,33.25
2016-07-18 13:27:28,31,13.55
2016-07-18 13:27:29,50,8.08
2016-07-18 13:27:30,2,44.73
2016-07-18 13:27:31,36,29.1
2016-07-18 13:27:32,8,47.75
2016-07-18 13:27:33,47,10.99
2016-07-18 13:27:34,40,29.19
2016-07-18 13:27:35,13,14.93
2016-07-18 13:27:36,34,45.45
2016-07-18 13:27:37,39,8.89
2016-07-18 13:27:38,2,39.66
2016-07-18 13:27:39,6,47.92
2016-07-18 13:27:40,0,34.49
2016-07-18 13:27:41,28,11.63
2016-07-18 13:27:42,47,33.02
2016-07-18 13:27:43,9,13.76
2016-07-18 13:27:44,12,20.17
2016-07-18 13:27:45,40,3.88
2016-07-18 13:27:46,11,41.37
2016-07-18 13:27:47,19,30.52
2016-07-18 13:27:48,14,33.42
2016-07-18 13:27:49,39,0.99
2016-07-18 13:27:50,47,36.74
2016-07-18 13:27:51,4,46.75
2016-07-18 13:27:52,0,24.82
2016-07-18 13:27:53,27,12.6
2016-07-18 13:27:54,9,5.48
2016-07-18 13:27:55,41,43.6
2016-07-18 13:27:56,24,19.42
2016-07-18 13:27:57,34,48.64
2016-07-18 13:27:58,33,39.59
2016-07-18 13:27:59,7,28.68
2016-07-18 13:28:00,5,10.05
2016-07-18 13:28:01,46,0.79
2016-07-18 13:28:02,19,5.22
2016-07-18 13:28:03,9,33.64
2016-07-18 13:28:04,33,20.75
2016-07-18 13:28:05,28,48.17
2016-07-18 13:28:06,45,38.63
2016-07-18 13:28:07,25,42.93
2016-07-18 13:28:08,1,41.76
2016-07-18 13:28:09,11,35.42
2016-07-18 13:28:10,44,5.08
2016-07-18 13:28:11,35,14.22
2016-07-18 13:28:12,5,22.55
2016-07-18 13:28:13,24,36.26
2016-07-18 13:28:14,13,45.62
2016-07-18 13:28:15,17,33.96
2016-07-18 13:28:16,21,38.4
2016-07-18 13:28:17,29,34.63
2016-07-18 13:28:18,9,32.28
2016-07-18 13:28:19,43,41.1
2016-07-18 13:28:20,28,1.74
2016-07-18 13:28:21,2,14.52
2016-07-18 13:28:22,22,33.55
2016-07-18 13:28:23,46,30.15
2016-07-18 13:28:24,7,25.48
2016-07-18 13:28:25,49,13.48
2016-07-18 13:28:26,0,46.82
2016-07-18 13:28:27,0,19.62
2016-07-18 13:28:28,39,21.48
2016-07-18 13:28:29,2,7.91
2016-07-18 13:28:30,4,12.09
2016-07-18 13:28:32,4,22.7
2016-07-18 13:28:33,37,45.91
2016-07-18 13:28:34,38,38.38
2016-07-18 13:28:35,16,1.09
2016-07-18 13:28:36,39,23.71
2016-07-18 13:28:37,30,30.46
2016-07-18 13:28:38,41,46.36
2016-07-18 13:28:39,18,49.57
2016-07-18 13:28:40,47,10.01
2016-07-18 13:28:41,45,0.08
2016-07-18 13:28:42,17,25.57
2016-07-18 13:28:43,10,1.96
2016-07-18 13:28:44,44,43.37
2016-07-18 13:28:45,0,24.37
2016-07-18 13:28:46,15,11.32
2016-07-18 13:28:47,9,4.04
2016-07-18 13:28:48,30,28.14
2016-07-18 13:28:49,32,10.1
2016-07-18 13:28:50,5,30.06
2016-07-18 13:28:51,27,47.22
2016-07-18 13:28:52,7,9.51
2016-07-18 13:28:53,36,28.58
2016-07-18 13:28:54,10,22.23
2016-07-18 13:28:55,43,27.05
2016-07-18 13:28:56,44,35.61
2016-07-18 13:28:57,33,12.65
2016-07-18 13:28:58,20,24.04
2016-07-18 13:28:59,3,9.98
2016-07-18 13:29:00,31,17.45
2016-07-18 13:29:01,13,3.3
2016-07-18 13:29:02,13,25.17
2016-07-18 13:29:03,21,48.21
2016-07-18 13:29:04,47,38.44
2016-07-18 13:29:05,43,49.19
2016-07-18 13:29:06,13,19
2016-07-18 13:29:07,48,49.55
2016-07-18 13:29:08,39,34.37
2016-07-18 13:29:09,46,25.64
2016-07-18 13:29:10,7,31.46
2016-07-18 13:29:11,8,44.6
2016-07-18 13:29:12,25,9.09
2016-07-18 13:29:13,25,2.61
2016-07-18 13:29:14,0,43.46
2016-07-18 13:29:15,50,17.19
2016-07-18 13:29:16,22,49.69
2016-07-18 13:29:17,39,3.97
2016-07-18 13:29:18,29,16.14
2016-07-18 13:29:19,6,9.25
2016-07-18 13:29:20,19,13.32
2016-07-18 13:29:21,35,33.25
2016-07-18 13:29:22,7,26.13
2016-07-18 13:29:23,48,16.54
2016-07-18 13:29:24,37,24.62
2016-07-18 13:29:25,15,7.16
2016-07-18 13:29:26,18,39.27
2016-07-18 13:29:27,25,5.81
2016-07-18 13:29:28,32,9.02
2016-07-18 13:29:29,11,35.39
2016-07-18 13:29:30,2,25.65
2016-07-18 13:29:31,17,13.86
2016-07-18 13:29:32,29,41.25
2016-07-18 13:29:33,14,13.88
2016-07-18 13:29:34,35,39.77
2016-07-18 13:29:35,35,9.03
2016-07-18 13:29:36,17,20.9
2016-07-18 13:29:37,26,9.24
2016-07-18 13:29:38,45,34.65
2016-07-18 13:29:39,3,12.18
2016-07-18 13:29:40,29,38.14
2016-07-18 13:29:41,16,6.93
2016-07-18 13:29:42,10,36.37
2016-07-18 13:29:43,1,26.64
2016-07-18 13:29:44,46,2.99
2016-07-18 13:29:45,37,46.56
2016-07-18 13:29:46,23,29.86
2016-07-18 13:29:47,7,24.69
2016-07-18 13:29:48,30,18.36
2016-07-18 13:29:49,12,9.76
2016-07-18 13:29:50,5,24.1
2016-07-18 13:29:51,2,43.34
2016-07-18 13:29:52,1,15.38
2016-07-18 13:29:53,49,17.42
2016-07-18 13:29:54,22,45.71
2016-07-18 13:29:55,30,45.73
2016-07-18 13:29:56,43,35.24
2016-07-18 13:29:57,4,44.48
2016-07-18 13:29:58,37,24.83
2016-07-18 13:29:59,10,31.4
2016-07-18 13:30:00,3,48.33
2016-07-18 13:30:01,42,45.86
2016-07-18 13:30:02,16,9.11
2016-07-18 13:30:03,41,19.7
2016-07-18 13:30:04,49,27.95
2016-07-18 13:30:05,37,48.93
2016-07-18 13:30:06,5,25.84
2016-07-18 13:30:07,7,32.8
2016-07-18 13:30:08,39,31.97
2016-07-18 13:30:09,10,22.48
2016-07-18 13:30:10,43,42.92
2016-07-18 13:30:11,50,49.33
2016-07-18 13:30:12,36,33.21
2016-07-18 13:30:13,49,35.8
2016-07-18 13:30:14,32,10.22
2016-07-18 13:30:15,41,5.21
2016-07-18 13:30:16,30,19.53
2016-07-18 13:30:17,17,12.8
2016-07-18 13:30:18,47,6.95
2016-07-18 13:30:19,8,45.02
2016-07-18 13:30:20,38,20.2
2016-07-18 13:30:21,43,37.58
2016-07-18 13:30:22,33,13.55
2016-07-18 13:30:23,10,14.65
2016-07-18 13:30:24,26,16.79
2016-07-18 13:30:25,8,16.74
2016-07-18 13:30:26,37,28
2016-07-18 13:30:27,9,45.45
2016-07-18 13:30:28,41,28.55
2016-07-18 13:30:29,45,46.99
2016-07-18 13:30:30,33,2.73
2016-07-18 13:30:31,3,2.12
2016-07-18 13:30:32,44,20.96
2016-07-18 13:30:33,11,4.84
2016-07-18 13:30:34,26,42.42
2016-07-18 13:30:35,40,2
2016-07-18 13:30:36,27,6.16
2016-07-18 13:30:37,34,22.26
2016-07-18 13:30:38,11,11.75
2016-07-18 13:30:39,11,44.37
2016-07-18 13:30:40,14,4.23
2016-07-18 13:30:41,35,15.16
2016-07-18 13:30:42,16,50
2016-07-18 13:30:43,20,35
2016-07-18 13:30:44,40,20.49
2016-07-18 13:30:45,7,36.68
2016-07-18 13:30:46,6,20.96
2016-07-18 13:30:47,49,47.43
2016-07-18 13:30:48,42,7.22
2016-07-18 13:30:49,44,25.45
2016-07-18 13:30:50,10,18.74
2016-07-18 13:30:51,39,6.38
2016-07-18 13:30:52,50,12.64
2016-07-18 13:30:53,33,34.54
2016-07-18 13:30:54,42,31.03
2016-07-18 13:30:55,3,28.69
2016-07-18 13:30:56,3,30.99
2016-07-18 13:30:57,44,34.31
2016-07-18 13:30:58,0,7.73
2016-07-18 13:30:59,8,5.65
2016-07-18 13:31:00,41,14.74
2016-07-18 13:31:01,19,17.01
2016-07-18 13:31:02,27,43.16
2016-07-18 13:31:03,21,2.36
2016-07-18 13:31:04,46,19.23
2016-07-18 13:31:05,4,9.24
2016-07-18 13:31:06,25,9.5
2016-07-18 13:31:07,42,0.11
2016-07-18 13:31:08,2,20.08
2016-07-18 13:31:09,40,17.75
2016-07-18 13:31:10,14,33.69
2016-07-18 13:31:11,32,6.32
2016-07-18 13:31:12,13,13.89
2016-07-18 13:31:13,14,33.76
2016-07-18 13:31:14,14,48.46
2016-07-18 13:31:15,16,18.87
2016-07-18 13:31:16,22,13.91
2016-07-18 13:31:17,35,4.51
2016-07-18 13:31:18,43,17.71
2016-07-18 13:31:19,10,0.65
2016-07-18 13:31:20,29,2.76
2016-07-18 13:31:21,17,16.15
2016-07-18 13:31:22,45,25.57
2016-07-18 13:31:23,11,18.28
2016-07-18 13:31:24,11,23.53
2016-07-18 13:31:25,40,40.08
2016-07-18 13:31:26,20,5.43
2016-07-18 13:31:27,20,20.64
2016-07-18 13:31:28,49,4.47
2016-07-18 13:31:29,44,2.61
2016-07-18 13:31:30,33,4.19
2016-07-18 13:31:31,3,34.12
2016-07-18 13:31:32,24,44.85
2016-07-18 13:31:33,34,31.79
2016-07-18 13:31:34,33,38.25
2016-07-18 13:31:35,1,32.89
2016-07-18 13:31:36,19,38.06
2016-07-18 13:31:37,44,25.2
2016-07-18 13:31:38,27,28.07
2016-07-18 13:31:39,8,2.49
2016-07-18 13:31:40,37,8.47
2016-07-18 13:31:41,37,7.42
2016-07-18 13:31:42,43,33.98
2016-07-18 13:31:43,22,19.56
2016-07-18 13:31:44,6,9.72
2016-07-18 13:31:45,5,22.65
2016-07-18 13:31:46,16,27.48
2016-07-18 13:31:47,13,6.17
2016-07-18 13:31:48,27,19.31
2016-07-18 13:31:49,25,17.43
2016-07-18 13:31:50,40,14.82
2016-07-18 13:31:51,46,14.68
2016-07-18 13:31:53,10,6.34
2016-07-18 13:31:54,12,20.33
2016-07-18 13:31:55,46,11.26
2016-07-18 13:31:56,16,31.4
2016-07-18 13:31:57,16,48.71
2016-07-18 13:31:58,39,45.03
2016-07-18 13:31:59,34,35.89
2016-07-18 13:32:00,6,0.04
2016-07-18 13:32:01,48,38
2016-07-18 13:32:02,39,46.17
2016-07-18 13:32:03,11,47.82
2016-07-18 13:32:04,13,1.16
2016-07-18 13:32:05,50,26.33
2016-07-18 13:32:06,12,48.33
2016-07-18 13:32:07,37,46.39
2016-07-18 13:32:08,46,16.13
2016-07-18 13:32:09,29,42.63
2016-07-18 13:32:10,31,10.82
2016-07-18 13:32:11,30,2.22
2016-07-18 13:32:12,38,25.67
2016-07-18 13:32:13,49,12.5
2016-07-18 13:32:14,44,15.9
2016-07-18 13:32:15,8,25.35
2016-07-18 13:32:16,33,38.21
2016-07-18 13:32:17,46,3.52
2016-07-18 13:32:18,14,11.83
2016-07-18 13:32:19,0,31.07
2016-07-18 13:32:20,21,4.35
2016-07-18 13:32:21,9,6.48
2016-07-18 13:32:22,2,7.61
2016-07-18 13:32:23,8,5.51
2016-07-18 13:32:24,19,35.28
2016-07-18 13:32:25,18,10.49
2016-07-18 13:32:26,23,4.59
2016-07-18 13:32:27,28,24.23
2016-07-18 13:32:28,9,6.29
2016-07-18 13:32:29,30,18.55
2016-07-18 13:32:30,16,6.06
2016-07-18 13:32:31,27,10.71
2016-07-18 13:32:32,43,17.31
2016-07-18 13:32:33,6,1.06
2016-07-18 13:32:34,25,40.36
2016-07-18 13:32:35,36,36.48
2016-07-18 13:32:36,50,13.62
2016-07-18 13:32:37,16,10.94
2016-07-18 13:32:38,12,15.97
2016-07-18 13:32:39,40,42.1
2016-07-18 13:32:40,4,49.84
2016-07-18 13:32:41,4,13.54
2016-07-18 13:32:42,19,35.31
2016-07-18 13:32:43,31,47.33
2016-07-18 13:32:44,41,34.19
2016-07-18 13:32:45,40,9.44
2016-07-18 13:32:46,23,21
2016-07-18 13:32:47,36,33.19
2016-07-18 13:32:48,43,31.74
2016-07-18 13:32:49,45,42.04
2016-07-18 13:32:50,31,44.86
2016-07-18 13:32:51,6,42.53
2016-07-18 13:32:52,9,8.41
2016-07-18 13:32:53,39,44.87
2016-07-18 13:32:54,29,28.22
2016-07-18 13:32:55,20,5.45
2016-07-18 13:32:56,11,25.47
2016-07-18 13:32:57,5,3.3
2016-07-18 13:32:58,49,10.05
2016-07-18 13:32:59,25,36.96
2016-07-18 13:33:00,50,40.52
2016-07-18 13:33:01,38,41.65
2016-07-18 13:33:02,6,44.33
2016-07-18 13:33:03,38,4.24
2016-07-18 13:33:04,24,27.51
2016-07-18 13:33:05,8,5.53
2016-07-18 13:33:06,30,38.39
2016-07-18 13:33:07,12,7.29
2016-07-18 13:33:08,0,17.71
2016-07-18 13:33:09,47,46.24
2016-07-18 13:33:10,49,23.46
2016-07-18 13:33:11,17,22.46
2016-07-18 13:33:12,44,46.06
2016-07-18 13:33:13,5,9.09
2016-07-18 13:33:14,31,36.23
2016-07-18 13:33:15,38,15.16
2016-07-18 13:33:16,14,39.72
2016-07-18 13:33:17,12,43.87
2016-07-18 13:33:18,45,33.61
2016-07-18 13:33:19,40,19
2016-07-18 13:33:20,11,4.96
2016-07-18 13:33:21,20,37.43
2016-07-18 13:33:22,39,35.48
2016-07-18 13:33:23,14,46.84
2016-07-18 13:33:24,8,21.26
2016-07-18 13:33:25,42,35.72
2016-07-18 13:33:26,41,41.09
2016-07-18 13:33:27,50,34.27
2016-07-18 13:33:28,43,17.66
2016-07-18 13:33:29,11,38.16
2016-07-18 13:33:30,8,14.55
2016-07-18 13:33:31,31,40.58
2016-07-18 13:33:32,47,40.18
2016-07-18 13:33:33,41,25.33
2016-07-18 13:33:34,44,3.62
2016-07-18 13:33:35,0,14.03
2016-07-18 13:33:36,10,26.55
2016-07-18 13:33:37,44,12.4
2016-07-18 13:33:38,14,44.02
2016-07-18 13:33:39,20,0.98
2016-07-18 13:33:40,24,18.15
2016-07-18 13:33:41,21,7.83
2016-07-18 13:33:42,40,47.59
2016-07-18 13:33:43,16,38.36
2016-07-18 13:33:44,10,30.16
2016-07-18 13:33:45,39,42.25
2016-07-18 13:33:46,29,4.64
2016-07-18 13:33:47,24,47.05
2016-07-18 13:33:48,40,13.72
2016-07-18 13:33:49,18,10.58
2016-07-18 13:33:50,46,41.98
2016-07-18 13:33:51,7,47.96
2016-07-18 13:33:52,30,3.4
2016-07-18 13:33:53,36,46.92
2016-07-18 13:33:54,12,14.63
2016-07-18 13:33:55,25,14.81
2016-07-18 13:33:56,9,8.36
2016-07-18 13:33:57,41,27.54
2016-07-18 13:33:58,1,35.57
2016-07-18 13:33:59,12,25.7
2016-07-18 13:34:00,47,26.88
2016-07-18 13:34:01,42,36.08
2016-07-18 13:34:02,41,35.01
2016-07-18 13:34:03,24,18.15
2016-07-18 13:34:04,35,33.68
2016-07-18 13:34:05,19,35.78
2016-07-18 13:34:06,0,24.96
2016-07-18 13:34:07,38,11.94
2016-07-18 13:34:08,19,24.37
2016-07-18 13:34:09,22,2.08
2016-07-18 13:34:10,18,47.06
2016-07-18 13:34:11,4,9.94
2016-07-18 13:34:12,49,34.46
2016-07-18 13:34:13,36,32.19
2016-07-18 13:34:14,35,20.73
2016-07-18 13:34:15,18,15.61
2016-07-18 13:34:16,49,28.39
2016-07-18 13:34:17,39,25.12
2016-07-18 13:34:18,32,42.36
2016-07-18 13:34:19,32,25.25
2016-07-18 13:34:20,2,6.04
2016-07-18 13:34:21,32,12.54
2016-07-18 13:34:22,10,20.6
2016-07-18 13:34:23,5,13.03
2016-07-18 13:34:24,13,29.53
2016-07-18 13:34:25,41,3.61
2016-07-18 13:34:26,32,18.92
2016-07-18 13:34:27,22,26.04
2016-07-18 13:34:28,31,7.63
2016-07-18 13:34:29,27,19.59
2016-07-18 13:34:30,4,38.99
2016-07-18 13:34:31,30,49.99
2016-07-18 13:34:32,11,43.43
2016-07-18 13:34:33,9,26.95
2016-07-18 13:34:34,34,12.99
2016-07-18 13:34:35,21,16.41
2016-07-18 13:34:36,30,36.19
2016-07-18 13:34:37,50,16.27
2016-07-18 13:34:38,45,47.62
2016-07-18 13:34:39,29,23.58
2016-07-18 13:34:40,17,23.11
2016-07-18 13:34:41,37,24.36
2016-07-18 13:34:42,0,44.23
2016-07-18 13:34:43,6,8.43
2016-07-18 13:34:44,33,45.29
2016-07-18 13:34:45,2,32.78
2016-07-18 13:34:46,9,24.91
2016-07-18 13:34:47,14,9.9
2016-07-18 13:34:48,8,42.99
2016-07-18 13:34:49,0,30.96
2016-07-18 13:34:50,34,2.31
2016-07-18 13:34:51,19,27.42
2016-07-18 13:34:52,45,5.47
2016-07-18 13:34:53,47,3.43
2016-07-18 13:34:54,41,11.88
2016-07-18 13:34:55,30,26.99
2016-07-18 13:34:56,45,27.56
2016-07-18 13:34:57,13,44.68
2016-07-18 13:34:58,23,11.66
2016-07-18 13:34:59,13,0.85
2016-07-18 13:35:00,15,41.89
2016-07-18 13:35:01,4,24.06
2016-07-18 13:35:02,0,42.67
2016-07-18 13:35:03,44,7.04
2016-07-18 13:35:04,29,16.46
2016-07-18 13:35:05,11,46.73
2016-07-18 13:35:06,8,15.11
2016-07-18 13:35:07,6,0.55
2016-07-18 13:35:08,32,30.07
2016-07-18 13:35:09,35,42.57
2016-07-18 13:35:10,2,22.46
2016-07-18 13:35:11,15,27.48
2016-07-18 13:35:12,13,12.63
2016-07-18 13:35:14,42,27.18
2016-07-18 13:35:15,10,10.75
2016-07-18 13:35:16,21,48.71
2016-07-18 13:35:17,18,26
2016-07-18 13:35:18,36,10.54
2016-07-18 13:35:19,34,6.47
2016-07-18 13:35:20,47,46.34
2016-07-18 13:35:21,42,48.62
2016-07-18 13:35:22,28,27.8
2016-07-18 13:35:23,19,5.04
2016-07-18 13:35:24,25,17.78
2016-07-18 13:35:25,17,29.78
2016-07-18 13:35:26,28,5.33
2016-07-18 13:35:27,3,28.16
2016-07-18 13:35:28,43,14.85
2016-07-18 13:35:29,17,24.38
2016-07-18 13:35:30,20,30.85
2016-07-18 13:35:31,31,6.51
2016-07-18 13:35:32,15,24.88
2016-07-18 13:35:33,39,48.58
2016-07-18 13:35:34,22,19.1
2016-07-18 13:35:35,42,6.8
2016-07-18 13:35:36,28,11.97
2016-07-18 13:35:37,48,29.47
2016-07-18 13:35:38,34,38.44
2016-07-18 13:35:39,37,44.36
2016-07-18 13:35:40,24,45.48
2016-07-18 13:35:41,44,17.17
2016-07-18 13:35:42,3,2.65
2016-07-18 13:35:43,33,37.45
2016-07-18 13:35:44,43,30.57
2016-07-18 13:35:45,18,3.93
2016-07-18 13:35:46,24,9.4
2016-07-18 13:35:47,1,44.72
2016-07-18 13:35:48,3,38.59
2016-07-18 13:35:49,1,17.86
2016-07-18 13:35:50,11,43.77
2016-07-18 13:35:51,32,17.37
2016-07-18 13:35:52,7,5.91
2016-07-18 13:35:53,2,30.61
2016-07-18 13:35:54,16,33.99
2016-07-18 13:35:55,34,27.07
2016-07-18 13:35:56,44,4.13
2016-07-18 13:35:57,7,12.23
2016-07-18 13:35:58,28,2.42
2016-07-18 13:35:59,37,24.57
2016-07-18 13:36:00,4,32.04
2016-07-18 13:36:01,34,18.91
2016-07-18 13:36:02,30,2.09
2016-07-18 13:36:03,49,11.22
2016-07-18 13:36:04,12,13.82
2016-07-18 13:36:05,36,29.27
2016-07-18 13:36:06,29,27.13
2016-07-18 13:36:07,38,3.82
2016-07-18 13:36:08,45,20.98
2016-07-18 13:36:09,6,11.68
2016-07-18 13:36:10,10,2.62
2016-07-18 13:36:11,6,13.19
2016-07-18 13:36:12,11,35.89
2016-07-18 13:36:13,25,44.42
2016-07-18 13:36:14,38,30.4
2016-07-18 13:36:15,15,19.53
2016-07-18 13:36:16,46,38.88
2016-07-18 13:36:17,36,47.5
2016-07-18 13:36:18,50,4.31
2016-07-18 13:36:19,10,46.29
2016-07-18 13:36:20,2,12.55
2016-07-18 13:36:21,5,39.94
2016-07-18 13:36:22,38,30.3
2016-07-18 13:36:23,5,34.86
2016-07-18 13:36:24,1,2.34
2016-07-18 13:36:25,44,33.64
2016-07-18 13:36:26,11,24.11
2016-07-18 13:36:27,15,38.15
2016-07-18 13:36:28,18,48.31
2016-07-18 13:36:29,8,41.81
2016-07-18 13:36:30,3,2.62
2016-07-18 13:36:31,31,47.21
2016-07-18 13:36:32,29,15.43
2016-07-18 13:36:33,42,43.61
2016-07-18 13:36:34,19,19.91
2016-07-18 13:36:35,7,12.98
2016-07-18 13:36:36,10,1.71
2016-07-18 13:36:37,11,1.18
2016-07-18 13:36:38,18,13.94
2016-07-18 13:36:39,20,3.17
2016-07-18 13:36:40,19,36.84
2016-07-18 13:36:41,41,31.99
2016-07-18 13:36:42,40,8.43
2016-07-18 13:36:43,8,30.26
2016-07-18 13:36:44,0,1.79
2016-07-18 13:36:45,38,5.91
2016-07-18 13:36:46,36,9.14
2016-07-18 13:36:47,38,4.21
2016-07-18 13:36:48,21,20.41
2016-07-18 13:36:49,40,16.18
2016-07-18 13:36:50,1,18.87
2016-07-18 13:36:51,23,37.51
2016-07-18 13:36:52,14,34.91
2016-07-18 13:36:53,40,46.73
2016-07-18 13:36:54,13,1.43
2016-07-18 13:36:55,48,34.66
2016-07-18 13:36:56,29,45.52
2016-07-18 13:36:57,33,11.56
2016-07-18 13:36:58,7,25.98
2016-07-18 13:36:59,4,48.93
2016-07-18 13:37:00,46,26.43
