SECTOR_NAME,POSTED_TIME,day,month,year,,,,,,,,,,,,,,
Clothing,9/8/2016 6:52,9,8,2016,,,,,,,,,,,,,,
Retail,20/6/2013 11:19,20,6,2013,,,,,,,,,,,,,,
Agriculture,24/4/2015 11:15,24,4,2015,,,,,,,,,,,,,,
Food,26/8/2014 21:36,26,8,2014,,,,,,,,,,,,,,
Services,4/10/2017 11:08,4,10,2017,,,,,,,,,,,,,,
Retail,29/6/2015 16:22,29,6,2015,,,,,,,,,,,,,,
Retail,4/7/2013 21:35,4,7,2013,,,,,,,,,,,,,,
Agriculture,2/9/2013 11:41,2,9,2013,,,,,,,,,,,,,,
Clothing,23/5/2013 16:01,23,5,2013,,,,,,,,,,,,,,
Clothing,31/7/2015 9:07,31,7,2015,,,,,,,,,,,,,,
Agriculture,6/11/2016 5:24,6,11,2016,,,,,,,,,,,,,,
Agriculture,11/3/2015 12:42,11,3,2015,,,,,,,,,,,,,,
Retail,14/5/2015 5:24,14,5,2015,,,,,,,,,,,,,,
Housing,31/3/2014 22:12,31,3,2014,,,,,,,,,,,,,,
Agriculture,11/7/2015 18:27,11,7,2015,,,,,,,,,,,,,,
Agriculture,10/9/2014 8:20,10,9,2014,,,,,,,,,,,,,,
Agriculture,12/10/2015 13:19,12,10,2015,,,,,,,,,,,,,,
Retail,8/10/2014 12:36,8,10,2014,,,,,,,,,,,,,,
Transportation,30/8/2017 9:43,30,8,2017,,,,,,,,,,,,,,
Agriculture,14/11/2016 11:34,14,11,2016,,,,,,,,,,,,,,
Agriculture,30/1/2015 17:27,30,1,2015,,,,,,,,,,,,,,
Services,7/10/2013 5:40,7,10,2013,,,,,,,,,,,,,,
Housing,29/8/2014 20:57,29,8,2014,,,,,,,,,,,,,,
Agriculture,19/7/2017 18:42,19,7,2017,,,,,,,,,,,,,,
Agriculture,29/12/2016 15:36,29,12,2016,,,,,,,,,,,,,,
Transportation,20/9/2013 9:59,20,9,2013,,,,,,,,,,,,,,
Transportation,5/5/2016 5:00,5,5,2016,,,,,,,,,,,,,,
Transportation,22/5/2013 9:40,22,5,2013,,,,,,,,,,,,,,
Services,24/7/2015 21:05,24,7,2015,,,,,,,,,,,,,,
Food,28/10/2015 22:09,28,10,2015,,,,,,,,,,,,,,
Services,30/9/2015 10:03,30,9,2015,,,,,,,,,,,,,,
Agriculture,27/10/2017 5:06,27,10,2017,,,,,,,,,,,,,,
Housing,29/9/2016 8:05,29,9,2016,,,,,,,,,,,,,,
Agriculture,25/8/2015 10:59,25,8,2015,,,,,,,,,,,,,,
Retail,1/10/2014 11:06,1,10,2014,,,,,,,,,,,,,,
Agriculture,26/9/2013 12:44,26,9,2013,,,,,,,,,,,,,,
Agriculture,28/11/2013 3:21,28,11,2013,,,,,,,,,,,,,,
Personal Use,25/12/2015 5:56,25,12,2015,,,,,,,,,,,,,,
Food,9/5/2016 8:57,9,5,2016,,,,,,,,,,,,,,
Personal Use,21/4/2015 5:11,21,4,2015,,,,,,,,,,,,,,
Agriculture,9/12/2013 12:26,9,12,2013,,,,,,,,,,,,,,
Transportation,21/1/2014 13:08,21,1,2014,,,,,,,,,,,,,,
Food,5/1/2016 9:15,5,1,2016,,,,,,,,,,,,,,
Retail,7/7/2014 3:34,7,7,2014,,,,,,,,,,,,,,
Food,17/1/2017 13:05,17,1,2017,,,,,,,,,,,,,,
Personal Use,6/8/2014 11:25,6,8,2014,,,,,,,,,,,,,,
Housing,27/10/2017 4:42,27,10,2017,,,,,,,,,,,,,,
Housing,30/5/2013 6:34,30,5,2013,,,,,,,,,,,,,,
Retail,17/1/2017 21:22,17,1,2017,,,,,,,,,,,,,,
Retail,20/5/2014 2:55,20,5,2014,,,,,,,,,,,,,,
Food,4/7/2013 4:52,4,7,2013,,,,,,,,,,,,,,
Retail,8/9/2014 6:19,8,9,2014,,,,,,,,,,,,,,
Retail,8/7/2015 23:36,8,7,2015,,,,,,,,,,,,,,
Food,27/5/2013 21:33,27,5,2013,,,,,,,,,,,,,,
Agriculture,28/5/2015 22:25,28,5,2015,,,,,,,,,,,,,,
Agriculture,27/10/2013 3:29,27,10,2013,,,,,,,,,,,,,,
Food,24/10/2014 20:01,24,10,2014,,,,,,,,,,,,,,
Retail,2/9/2013 11:53,2,9,2013,,,,,,,,,,,,,,
Food,3/6/2013 13:46,3,6,2013,,,,,,,,,,,,,,
Agriculture,6/5/2016 16:02,6,5,2016,,,,,,,,,,,,,,
Clothing,25/6/2013 10:01,25,6,2013,,,,,,,,,,,,,,
Food,22/5/2014 19:16,22,5,2014,,,,,,,,,,,,,,
Agriculture,8/1/2016 17:09,8,1,2016,,,,,,,,,,,,,,
Agriculture,22/12/2016 10:54,22,12,2016,,,,,,,,,,,,,,
Retail,10/11/2016 16:19,10,11,2016,,,,,,,,,,,,,,
Retail,20/10/2016 7:21,20,10,2016,,,,,,,,,,,,,,
Food,18/7/2017 15:44,18,7,2017,,,,,,,,,,,,,,
Food,31/5/2016 9:32,31,5,2016,,,,,,,,,,,,,,
Agriculture,29/3/2014 16:30,29,3,2014,,,,,,,,,,,,,,
Clothing,28/8/2014 14:05,28,8,2014,,,,,,,,,,,,,,
Food,5/9/2014 8:28,5,9,2014,,,,,,,,,,,,,,
Clothing,20/5/2014 15:58,20,5,2014,,,,,,,,,,,,,,
Wholesale,3/6/2013 6:40,3,6,2013,,,,,,,,,,,,,,
Retail,14/4/2015 15:03,14,4,2015,,,,,,,,,,,,,,
Agriculture,5/11/2014 5:52,5,11,2014,,,,,,,,,,,,,,
Food,27/9/2016 7:41,27,9,2016,,,,,,,,,,,,,,
Agriculture,3/9/2015 18:15,3,9,2015,,,,,,,,,,,,,,
Retail,26/9/2016 8:25,26,9,2016,,,,,,,,,,,,,,
Agriculture,17/3/2017 4:32,17,3,2017,,,,,,,,,,,,,,
Housing,2/1/2015 17:14,2,1,2015,,,,,,,,,,,,,,
Retail,11/10/2017 15:43,11,10,2017,,,,,,,,,,,,,,
Food,31/8/2015 7:12,31,8,2015,,,,,,,,,,,,,,
Agriculture,8/1/2016 7:38,8,1,2016,,,,,,,,,,,,,,
Agriculture,18/12/2014 21:19,18,12,2014,,,,,,,,,,,,,,
Services,31/7/2017 7:43,31,7,2017,,,,,,,,,,,,,,
Agriculture,4/6/2013 8:11,4,6,2013,,,,,,,,,,,,,,
Services,18/11/2016 8:23,18,11,2016,,,,,,,,,,,,,,
Agriculture,3/10/2013 14:11,3,10,2013,,,,,,,,,,,,,,
Housing,30/12/2014 7:57,30,12,2014,,,,,,,,,,,,,,
Food,27/10/2014 15:15,27,10,2014,,,,,,,,,,,,,,
Agriculture,27/6/2016 18:16,27,6,2016,,,,,,,,,,,,,,
Agriculture,3/6/2013 17:15,3,6,2013,,,,,,,,,,,,,,
Retail,4/6/2013 7:08,4,6,2013,,,,,,,,,,,,,,
Housing,15/9/2016 15:21,15,9,2016,,,,,,,,,,,,,,
Retail,22/6/2015 21:54,22,6,2015,,,,,,,,,,,,,,
Clothing,7/10/2015 12:37,7,10,2015,,,,,,,,,,,,,,
Food,2/2/2016 13:34,2,2,2016,,,,,,,,,,,,,,
Services,5/9/2013 20:52,5,9,2013,,,,,,,,,,,,,,
Personal Use,17/2/2014 13:26,17,2,2014,,,,,,,,,,,,,,
Agriculture,27/1/2017 13:15,27,1,2017,,,,,,,,,,,,,,
Food,30/9/2015 7:46,30,9,2015,,,,,,,,,,,,,,
Retail,22/9/2016 2:02,22,9,2016,,,,,,,,,,,,,,
Retail,1/9/2014 8:12,1,9,2014,,,,,,,,,,,,,,
Retail,15/11/2017 19:11,15,11,2017,,,,,,,,,,,,,,
Agriculture,4/4/2014 4:34,4,4,2014,,,,,,,,,,,,,,
Agriculture,5/6/2015 7:47,5,6,2015,,,,,,,,,,,,,,
Food,27/8/2016 12:52,27,8,2016,,,,,,,,,,,,,,
Agriculture,12/11/2014 12:55,12,11,2014,,,,,,,,,,,,,,
Personal Use,4/6/2013 7:19,4,6,2013,,,,,,,,,,,,,,
Food,6/12/2017 10:18,6,12,2017,,,,,,,,,,,,,,
Food,30/9/2016 6:17,30,9,2016,,,,,,,,,,,,,,
Food,29/10/2015 17:22,29,10,2015,,,,,,,,,,,,,,
Health,31/8/2016 9:24,31,8,2016,,,,,,,,,,,,,,
Food,2/6/2016 14:06,2,6,2016,,,,,,,,,,,,,,
Retail,24/7/2014 20:53,24,7,2014,,,,,,,,,,,,,,
Food,30/9/2013 5:59,30,9,2013,,,,,,,,,,,,,,
Agriculture,11/5/2016 15:12,11,5,2016,,,,,,,,,,,,,,
Agriculture,6/7/2016 16:01,6,7,2016,,,,,,,,,,,,,,
Personal Use,13/11/2015 13:38,13,11,2015,,,,,,,,,,,,,,
Retail,29/5/2015 17:56,29,5,2015,,,,,,,,,,,,,,
Agriculture,13/1/2016 13:28,13,1,2016,,,,,,,,,,,,,,
Food,1/4/2016 14:03,1,4,2016,,,,,,,,,,,,,,
Services,29/5/2017 5:13,29,5,2017,,,,,,,,,,,,,,
Agriculture,23/5/2017 4:25,23,5,2017,,,,,,,,,,,,,,
Food,3/9/2013 16:07,3,9,2013,,,,,,,,,,,,,,
Personal Use,19/10/2014 21:41,19,10,2014,,,,,,,,,,,,,,
Services,29/9/2017 12:05,29,9,2017,,,,,,,,,,,,,,
Housing,19/12/2013 22:08,19,12,2013,,,,,,,,,,,,,,
Food,28/10/2014 20:17,28,10,2014,,,,,,,,,,,,,,
Retail,5/10/2013 7:23,5,10,2013,,,,,,,,,,,,,,
Retail,5/8/2015 6:53,5,8,2015,,,,,,,,,,,,,,
Transportation,13/9/2017 8:18,13,9,2017,,,,,,,,,,,,,,
Agriculture,11/9/2015 23:18,11,9,2015,,,,,,,,,,,,,,
Personal Use,2/10/2015 7:39,2,10,2015,,,,,,,,,,,,,,
Agriculture,21/4/2017 13:40,21,4,2017,,,,,,,,,,,,,,
Retail,14/10/2015 12:34,14,10,2015,,,,,,,,,,,,,,
Clothing,9/12/2017 17:39,9,12,2017,,,,,,,,,,,,,,
Retail,28/9/2015 11:31,28,9,2015,,,,,,,,,,,,,,
Food,30/11/2017 13:13,30,11,2017,,,,,,,,,,,,,,
Food,29/6/2017 13:07,29,6,2017,,,,,,,,,,,,,,
Agriculture,12/7/2013 13:04,12,7,2013,,,,,,,,,,,,,,
Agriculture,31/7/2014 9:57,31,7,2014,,,,,,,,,,,,,,
Food,6/6/2017 12:05,6,6,2017,,,,,,,,,,,,,,
Food,6/1/2015 4:48,6,1,2015,,,,,,,,,,,,,,
Housing,31/10/2016 8:50,31,10,2016,,,,,,,,,,,,,,
Retail,9/10/2013 13:54,9,10,2013,,,,,,,,,,,,,,
Food,28/10/2014 14:58,28,10,2014,,,,,,,,,,,,,,
Retail,8/4/2014 10:46,8,4,2014,,,,,,,,,,,,,,
Retail,27/8/2014 21:51,27,8,2014,,,,,,,,,,,,,,
Personal Use,31/5/2017 15:33,31,5,2017,,,,,,,,,,,,,,
Food,30/11/2017 8:55,30,11,2017,,,,,,,,,,,,,,
Health,24/11/2015 8:09,24,11,2015,,,,,,,,,,,,,,
Clothing,28/7/2015 18:52,28,7,2015,,,,,,,,,,,,,,
Retail,2/10/2014 11:49,2,10,2014,,,,,,,,,,,,,,
Personal Use,16/8/2014 8:46,16,8,2014,,,,,,,,,,,,,,
Clothing,4/10/2013 12:02,4,10,2013,,,,,,,,,,,,,,
Agriculture,13/10/2016 21:11,13,10,2016,,,,,,,,,,,,,,
Housing,17/10/2014 22:40,17,10,2014,,,,,,,,,,,,,,
Transportation,10/4/2015 8:38,10,4,2015,,,,,,,,,,,,,,
Clothing,28/9/2017 10:43,28,9,2017,,,,,,,,,,,,,,
Agriculture,5/12/2013 10:19,5,12,2013,,,,,,,,,,,,,,
Housing,18/10/2013 2:27,18,10,2013,,,,,,,,,,,,,,
Agriculture,14/5/2014 23:04,14,5,2014,,,,,,,,,,,,,,
Agriculture,24/8/2017 7:19,24,8,2017,,,,,,,,,,,,,,
Agriculture,28/11/2017 3:53,28,11,2017,,,,,,,,,,,,,,
Agriculture,9/6/2014 11:54,9,6,2014,,,,,,,,,,,,,,
Retail,28/5/2014 21:57,28,5,2014,,,,,,,,,,,,,,
Housing,28/7/2015 18:10,28,7,2015,,,,,,,,,,,,,,
Retail,13/9/2013 0:38,13,9,2013,,,,,,,,,,,,,,
Agriculture,29/8/2017 13:33,29,8,2017,,,,,,,,,,,,,,
Retail,12/5/2015 4:26,12,5,2015,,,,,,,,,,,,,,
Retail,25/10/2016 8:19,25,10,2016,,,,,,,,,,,,,,
Agriculture,28/4/2014 22:42,28,4,2014,,,,,,,,,,,,,,
Agriculture,12/10/2015 5:59,12,10,2015,,,,,,,,,,,,,,
Agriculture,21/4/2015 11:46,21,4,2015,,,,,,,,,,,,,,
Retail,3/2/2016 16:14,3,2,2016,,,,,,,,,,,,,,
Retail,26/8/2013 5:29,26,8,2013,,,,,,,,,,,,,,
Food,23/5/2016 10:05,23,5,2016,,,,,,,,,,,,,,
Construction,19/9/2017 8:06,19,9,2017,,,,,,,,,,,,,,
Services,14/7/2016 11:30,14,7,2016,,,,,,,,,,,,,,
Personal Use,22/4/2014 21:58,22,4,2014,,,,,,,,,,,,,,
Food,26/5/2016 5:33,26,5,2016,,,,,,,,,,,,,,
Agriculture,26/1/2017 22:06,26,1,2017,,,,,,,,,,,,,,
Clothing,24/7/2013 7:10,24,7,2013,,,,,,,,,,,,,,
Retail,10/9/2014 6:22,10,9,2014,,,,,,,,,,,,,,
Food,28/1/2016 12:19,28,1,2016,,,,,,,,,,,,,,
Food,28/10/2016 19:35,28,10,2016,,,,,,,,,,,,,,
Agriculture,20/10/2014 9:42,20,10,2014,,,,,,,,,,,,,,
Clothing,29/12/2016 17:43,29,12,2016,,,,,,,,,,,,,,
Wholesale,20/8/2013 0:46,20,8,2013,,,,,,,,,,,,,,
Agriculture,24/10/2016 10:08,24,10,2016,,,,,,,,,,,,,,
Retail,27/7/2017 11:46,27,7,2017,,,,,,,,,,,,,,
Agriculture,29/5/2013 21:04,29,5,2013,,,,,,,,,,,,,,
Housing,26/6/2015 17:30,26,6,2015,,,,,,,,,,,,,,
Retail,1/10/2017 5:40,1,10,2017,,,,,,,,,,,,,,
Retail,29/6/2016 15:54,29,6,2016,,,,,,,,,,,,,,
Personal Use,18/11/2013 9:54,18,11,2013,,,,,,,,,,,,,,
Housing,27/10/2014 14:40,27,10,2014,,,,,,,,,,,,,,
Agriculture,26/11/2014 11:07,26,11,2014,,,,,,,,,,,,,,
Food,26/7/2014 14:50,26,7,2014,,,,,,,,,,,,,,
Agriculture,27/4/2015 21:04,27,4,2015,,,,,,,,,,,,,,
Retail,2/9/2014 3:04,2,9,2014,,,,,,,,,,,,,,
Food,1/12/2016 6:48,1,12,2016,,,,,,,,,,,,,,
Housing,15/9/2015 17:07,15,9,2015,,,,,,,,,,,,,,
Food,31/5/2016 12:12,31,5,2016,,,,,,,,,,,,,,
Food,31/3/2014 2:13,31,3,2014,,,,,,,,,,,,,,
Agriculture,21/3/2017 5:19,21,3,2017,,,,,,,,,,,,,,
Health,11/5/2016 10:26,11,5,2016,,,,,,,,,,,,,,
Clothing,13/9/2013 16:02,13,9,2013,,,,,,,,,,,,,,
Personal Use,27/5/2016 1:56,27,5,2016,,,,,,,,,,,,,,
Retail,8/8/2017 19:34,8,8,2017,,,,,,,,,,,,,,
Agriculture,20/12/2013 7:17,20,12,2013,,,,,,,,,,,,,,
Agriculture,12/7/2015 6:49,12,7,2015,,,,,,,,,,,,,,
Food,3/12/2015 14:53,3,12,2015,,,,,,,,,,,,,,
Agriculture,15/1/2014 13:47,15,1,2014,,,,,,,,,,,,,,
Agriculture,20/5/2014 22:24,20,5,2014,,,,,,,,,,,,,,
Food,4/12/2017 13:47,4,12,2017,,,,,,,,,,,,,,
Clothing,3/7/2014 20:31,3,7,2014,,,,,,,,,,,,,,
Agriculture,18/11/2016 13:16,18,11,2016,,,,,,,,,,,,,,
Food,28/6/2013 11:10,28,6,2013,,,,,,,,,,,,,,
Transportation,8/1/2014 12:21,8,1,2014,,,,,,,,,,,,,,
Services,6/7/2016 15:59,6,7,2016,,,,,,,,,,,,,,
Agriculture,19/11/2015 20:43,19,11,2015,,,,,,,,,,,,,,
Agriculture,14/5/2014 16:42,14,5,2014,,,,,,,,,,,,,,
Agriculture,3/10/2013 7:45,3,10,2013,,,,,,,,,,,,,,
Agriculture,7/7/2016 20:17,7,7,2016,,,,,,,,,,,,,,
Retail,28/8/2015 16:54,28,8,2015,,,,,,,,,,,,,,
Agriculture,29/9/2017 4:41,29,9,2017,,,,,,,,,,,,,,
Retail,13/5/2016 15:31,13,5,2016,,,,,,,,,,,,,,
Agriculture,26/1/2015 9:52,26,1,2015,,,,,,,,,,,,,,
Food,14/5/2015 16:01,14,5,2015,,,,,,,,,,,,,,
Housing,23/8/2013 10:45,23,8,2013,,,,,,,,,,,,,,
Retail,22/4/2015 8:41,22,4,2015,,,,,,,,,,,,,,
Agriculture,27/5/2013 8:57,27,5,2013,,,,,,,,,,,,,,
Housing,19/12/2014 8:45,19,12,2014,,,,,,,,,,,,,,
Services,19/11/2016 7:13,19,11,2016,,,,,,,,,,,,,,
Retail,26/9/2013 10:10,26,9,2013,,,,,,,,,,,,,,
Housing,1/10/2013 7:09,1,10,2013,,,,,,,,,,,,,,
Services,12/2/2015 16:38,12,2,2015,,,,,,,,,,,,,,
Agriculture,9/10/2015 21:34,9,10,2015,,,,,,,,,,,,,,
Retail,12/10/2013 13:29,12,10,2013,,,,,,,,,,,,,,
Services,7/6/2015 18:15,7,6,2015,,,,,,,,,,,,,,
Clothing,4/10/2017 10:20,4,10,2017,,,,,,,,,,,,,,
Retail,7/10/2014 17:47,7,10,2014,,,,,,,,,,,,,,
Agriculture,16/6/2014 20:32,16,6,2014,,,,,,,,,,,,,,
Services,23/12/2015 14:26,23,12,2015,,,,,,,,,,,,,,
Agriculture,21/5/2017 17:49,21,5,2017,,,,,,,,,,,,,,
Agriculture,28/9/2013 13:52,28,9,2013,,,,,,,,,,,,,,
Services,3/11/2014 13:36,3,11,2014,,,,,,,,,,,,,,
Food,11/12/2013 12:19,11,12,2013,,,,,,,,,,,,,,
Food,10/8/2017 20:20,10,8,2017,,,,,,,,,,,,,,
Retail,4/6/2013 19:10,4,6,2013,,,,,,,,,,,,,,
Clothing,4/7/2014 14:50,4,7,2014,,,,,,,,,,,,,,
Retail,5/8/2015 5:32,5,8,2015,,,,,,,,,,,,,,
Agriculture,23/12/2016 20:24,23,12,2016,,,,,,,,,,,,,,
Agriculture,31/8/2015 7:53,31,8,2015,,,,,,,,,,,,,,
Agriculture,29/12/2014 3:11,29,12,2014,,,,,,,,,,,,,,
Food,17/12/2014 18:26,17,12,2014,,,,,,,,,,,,,,
Clothing,27/6/2013 14:31,27,6,2013,,,,,,,,,,,,,,
Agriculture,14/11/2015 12:07,14,11,2015,,,,,,,,,,,,,,
Personal Use,26/9/2014 15:14,26,9,2014,,,,,,,,,,,,,,
Health,4/3/2016 7:47,4,3,2016,,,,,,,,,,,,,,
Services,2/2/2016 21:29,2,2,2016,,,,,,,,,,,,,,
Retail,17/8/2013 12:01,17,8,2013,,,,,,,,,,,,,,
Agriculture,6/11/2014 13:51,6,11,2014,,,,,,,,,,,,,,
Agriculture,8/7/2016 15:36,8,7,2016,,,,,,,,,,,,,,
Agriculture,20/1/2016 12:13,20,1,2016,,,,,,,,,,,,,,
Food,27/11/2014 23:13,27,11,2014,,,,,,,,,,,,,,
Retail,29/7/2015 17:12,29,7,2015,,,,,,,,,,,,,,
Transportation,30/7/2013 6:36,30,7,2013,,,,,,,,,,,,,,
Clothing,1/11/2014 3:29,1,11,2014,,,,,,,,,,,,,,
Agriculture,28/6/2017 4:30,28,6,2017,,,,,,,,,,,,,,
Services,25/9/2013 11:12,25,9,2013,,,,,,,,,,,,,,
Agriculture,14/5/2015 9:12,14,5,2015,,,,,,,,,,,,,,
Agriculture,4/12/2017 4:04,4,12,2017,,,,,,,,,,,,,,
Agriculture,18/7/2014 17:28,18,7,2014,,,,,,,,,,,,,,
Clothing,4/6/2015 19:59,4,6,2015,,,,,,,,,,,,,,
Agriculture,20/6/2013 22:25,20,6,2013,,,,,,,,,,,,,,
Agriculture,10/5/2016 15:45,10,5,2016,,,,,,,,,,,,,,
Food,27/8/2014 20:56,27,8,2014,,,,,,,,,,,,,,
Retail,10/11/2014 2:00,10,11,2014,,,,,,,,,,,,,,
Retail,28/9/2017 14:09,28,9,2017,,,,,,,,,,,,,,
Agriculture,2/11/2017 6:04,2,11,2017,,,,,,,,,,,,,,
Services,5/12/2017 15:13,5,12,2017,,,,,,,,,,,,,,
Clothing,21/4/2015 8:38,21,4,2015,,,,,,,,,,,,,,
Food,29/5/2013 22:35,29,5,2013,,,,,,,,,,,,,,
Agriculture,22/3/2014 14:32,22,3,2014,,,,,,,,,,,,,,
Services,26/6/2015 21:40,26,6,2015,,,,,,,,,,,,,,
Clothing,26/5/2016 6:31,26,5,2016,,,,,,,,,,,,,,
Food,28/6/2013 11:07,28,6,2013,,,,,,,,,,,,,,
Agriculture,29/9/2017 7:10,29,9,2017,,,,,,,,,,,,,,
Agriculture,4/3/2015 9:13,4,3,2015,,,,,,,,,,,,,,
Housing,23/10/2013 21:51,23,10,2013,,,,,,,,,,,,,,
Housing,11/10/2013 17:51,11,10,2013,,,,,,,,,,,,,,
Transportation,9/12/2015 6:29,9,12,2015,,,,,,,,,,,,,,
Personal Use,14/6/2013 1:58,14,6,2013,,,,,,,,,,,,,,
Agriculture,1/7/2015 8:59,1,7,2015,,,,,,,,,,,,,,
Services,23/5/2013 19:32,23,5,2013,,,,,,,,,,,,,,
Personal Use,20/12/2013 15:48,20,12,2013,,,,,,,,,,,,,,
Food,14/1/2014 10:00,14,1,2014,,,,,,,,,,,,,,
Retail,30/6/2015 1:52,30,6,2015,,,,,,,,,,,,,,
Agriculture,9/5/2015 17:01,9,5,2015,,,,,,,,,,,,,,
Services,28/6/2013 17:55,28,6,2013,,,,,,,,,,,,,,
Transportation,6/12/2017 8:52,6,12,2017,,,,,,,,,,,,,,
Retail,19/11/2013 8:55,19,11,2013,,,,,,,,,,,,,,
Food,26/6/2016 22:39,26,6,2016,,,,,,,,,,,,,,
Agriculture,27/10/2017 7:04,27,10,2017,,,,,,,,,,,,,,
Agriculture,26/1/2017 13:32,26,1,2017,,,,,,,,,,,,,,
Retail,12/8/2016 20:02,12,8,2016,,,,,,,,,,,,,,
Housing,24/6/2015 14:33,24,6,2015,,,,,,,,,,,,,,
Housing,10/10/2016 8:35,10,10,2016,,,,,,,,,,,,,,
Health,18/11/2016 9:31,18,11,2016,,,,,,,,,,,,,,
Agriculture,7/7/2017 21:39,7,7,2017,,,,,,,,,,,,,,
Food,7/8/2017 6:17,7,8,2017,,,,,,,,,,,,,,
Clothing,2/8/2013 22:34,2,8,2013,,,,,,,,,,,,,,
Food,22/4/2014 1:06,22,4,2014,,,,,,,,,,,,,,
Retail,10/7/2017 13:47,10,7,2017,,,,,,,,,,,,,,
Retail,6/5/2014 12:21,6,5,2014,,,,,,,,,,,,,,
Food,10/7/2013 11:23,10,7,2013,,,,,,,,,,,,,,
Wholesale,12/8/2013 13:40,12,8,2013,,,,,,,,,,,,,,
Clothing,20/9/2013 13:44,20,9,2013,,,,,,,,,,,,,,
Agriculture,21/7/2015 5:42,21,7,2015,,,,,,,,,,,,,,
Housing,20/5/2015 19:15,20,5,2015,,,,,,,,,,,,,,
Food,29/6/2015 6:34,29,6,2015,,,,,,,,,,,,,,
Agriculture,23/6/2016 12:06,23,6,2016,,,,,,,,,,,,,,
Housing,29/7/2015 17:15,29,7,2015,,,,,,,,,,,,,,
Housing,5/1/2015 15:37,5,1,2015,,,,,,,,,,,,,,
Housing,15/6/2013 16:36,15,6,2013,,,,,,,,,,,,,,
Food,7/9/2017 10:24,7,9,2017,,,,,,,,,,,,,,
Agriculture,22/7/2016 5:33,22,7,2016,,,,,,,,,,,,,,
Retail,2/7/2015 12:47,2,7,2015,,,,,,,,,,,,,,
Food,6/9/2013 14:14,6,9,2013,,,,,,,,,,,,,,
Retail,7/4/2016 13:56,7,4,2016,,,,,,,,,,,,,,
Housing,17/9/2013 12:08,17,9,2013,,,,,,,,,,,,,,
Food,16/4/2014 23:08,16,4,2014,,,,,,,,,,,,,,
Agriculture,2/6/2016 16:19,2,6,2016,,,,,,,,,,,,,,
Agriculture,6/10/2017 19:26,6,10,2017,,,,,,,,,,,,,,
Food,17/9/2013 9:49,17,9,2013,,,,,,,,,,,,,,
Food,20/8/2015 9:53,20,8,2015,,,,,,,,,,,,,,
Food,19/1/2016 12:37,19,1,2016,,,,,,,,,,,,,,
Retail,4/11/2015 3:40,4,11,2015,,,,,,,,,,,,,,
Housing,30/12/2014 7:45,30,12,2014,,,,,,,,,,,,,,
Housing,17/6/2013 12:44,17,6,2013,,,,,,,,,,,,,,
Retail,19/8/2014 16:41,19,8,2014,,,,,,,,,,,,,,
Retail,14/1/2015 8:18,14,1,2015,,,,,,,,,,,,,,
Retail,23/5/2013 20:33,23,5,2013,,,,,,,,,,,,,,
Personal Use,20/12/2016 12:26,20,12,2016,,,,,,,,,,,,,,
Retail,11/11/2016 23:36,11,11,2016,,,,,,,,,,,,,,
Food,8/9/2014 6:04,8,9,2014,,,,,,,,,,,,,,
Retail,29/11/2017 9:22,29,11,2017,,,,,,,,,,,,,,
Agriculture,30/12/2014 2:23,30,12,2014,,,,,,,,,,,,,,
Retail,15/9/2017 15:21,15,9,2017,,,,,,,,,,,,,,
Clothing,5/6/2013 5:29,5,6,2013,,,,,,,,,,,,,,
Personal Use,26/6/2014 16:32,26,6,2014,,,,,,,,,,,,,,
Housing,19/12/2014 8:47,19,12,2014,,,,,,,,,,,,,,
Retail,29/8/2013 12:48,29,8,2013,,,,,,,,,,,,,,
Agriculture,16/11/2017 10:15,16,11,2017,,,,,,,,,,,,,,
Agriculture,30/5/2013 8:48,30,5,2013,,,,,,,,,,,,,,
Agriculture,2/6/2016 15:20,2,6,2016,,,,,,,,,,,,,,
Retail,5/12/2017 8:29,5,12,2017,,,,,,,,,,,,,,
Clothing,17/1/2017 10:46,17,1,2017,,,,,,,,,,,,,,
Agriculture,3/7/2013 23:00,3,7,2013,,,,,,,,,,,,,,
Housing,25/9/2016 8:51,25,9,2016,,,,,,,,,,,,,,
Food,1/2/2016 14:20,1,2,2016,,,,,,,,,,,,,,
Food,12/7/2013 21:42,12,7,2013,,,,,,,,,,,,,,
Clothing,18/1/2016 13:22,18,1,2016,,,,,,,,,,,,,,
Retail,19/12/2013 22:22,19,12,2013,,,,,,,,,,,,,,
Agriculture,2/10/2013 8:51,2,10,2013,,,,,,,,,,,,,,
Agriculture,29/6/2016 7:14,29,6,2016,,,,,,,,,,,,,,
Retail,17/12/2014 8:45,17,12,2014,,,,,,,,,,,,,,
Clothing,20/1/2015 20:44,20,1,2015,,,,,,,,,,,,,,
Retail,30/9/2013 2:20,30,9,2013,,,,,,,,,,,,,,
Food,21/3/2016 12:24,21,3,2016,,,,,,,,,,,,,,
Agriculture,26/6/2015 12:02,26,6,2015,,,,,,,,,,,,,,
Retail,7/10/2015 11:17,7,10,2015,,,,,,,,,,,,,,
Housing,8/7/2013 17:03,8,7,2013,,,,,,,,,,,,,,
Retail,5/10/2015 7:42,5,10,2015,,,,,,,,,,,,,,
Agriculture,23/4/2014 17:00,23,4,2014,,,,,,,,,,,,,,
Food,12/10/2016 20:46,12,10,2016,,,,,,,,,,,,,,
Transportation,8/8/2013 13:59,8,8,2013,,,,,,,,,,,,,,
Food,25/11/2015 15:07,25,11,2015,,,,,,,,,,,,,,
