LOAN_AMOUNT,SECTOR_NAME,POSTED_TIME,day,month,year,,,,,,,,,,,,,,
825,Agriculture,20/2/2015 17:30,20,2,2015,,,,,,,,,,,,,,
225,Agriculture,23/9/2015 3:36,23,9,2015,,,,,,,,,,,,,,
1000,Food,13/2/2016 16:44,13,2,2016,,,,,,,,,,,,,,
6000,Food,23/1/2015 3:12,23,1,2015,,,,,,,,,,,,,,
925,Retail,22/8/2016 23:46,22,8,2016,,,,,,,,,,,,,,
925,Services,17/8/2017 6:45,17,8,2017,,,,,,,,,,,,,,
275,Agriculture,28/1/2014 7:31,28,1,2014,,,,,,,,,,,,,,
175,Food,26/8/2016 20:49,26,8,2016,,,,,,,,,,,,,,
675,Agriculture,4/4/2014 5:08,4,4,2014,,,,,,,,,,,,,,
450,Food,27/11/2015 0:03,27,11,2015,,,,,,,,,,,,,,
550,Agriculture,7/8/2013 15:32,7,8,2013,,,,,,,,,,,,,,
1500,Clothing,4/1/2016 17:52,4,1,2016,,,,,,,,,,,,,,
550,Agriculture,16/5/2014 14:35,16,5,2014,,,,,,,,,,,,,,
1650,Services,8/5/2013 21:08,8,5,2013,,,,,,,,,,,,,,
100,Personal Use,17/10/2017 3:58,17,10,2017,,,,,,,,,,,,,,
550,Construction,29/7/2016 4:15,29,7,2016,,,,,,,,,,,,,,
50,Agriculture,29/7/2015 0:12,29,7,2015,,,,,,,,,,,,,,
450,Agriculture,14/7/2017 9:27,14,7,2017,,,,,,,,,,,,,,
200,Education,4/3/2016 14:27,4,3,2016,,,,,,,,,,,,,,
2850,Services,17/10/2015 22:58,17,10,2015,,,,,,,,,,,,,,
175,Retail,9/3/2015 10:19,9,3,2015,,,,,,,,,,,,,,
2400,Retail,28/1/2013 6:04,28,1,2013,,,,,,,,,,,,,,
350,Agriculture,19/5/2015 2:12,19,5,2015,,,,,,,,,,,,,,
300,Transportation,16/2/2017 6:43,16,2,2017,,,,,,,,,,,,,,
400,Food,17/7/2014 7:20,17,7,2014,,,,,,,,,,,,,,
550,Food,27/2/2013 20:50,27,2,2013,,,,,,,,,,,,,,
1725,Food,17/7/2013 10:30,17,7,2013,,,,,,,,,,,,,,
225,Retail,15/7/2016 6:10,15,7,2016,,,,,,,,,,,,,,
350,Clothing,9/2/2013 18:18,9,2,2013,,,,,,,,,,,,,,
325,Retail,28/12/2016 1:19,28,12,2016,,,,,,,,,,,,,,
400,Retail,20/5/2016 9:44,20,5,2016,,,,,,,,,,,,,,
175,Retail,21/9/2016 5:03,21,9,2016,,,,,,,,,,,,,,
225,Agriculture,30/3/2016 7:26,30,3,2016,,,,,,,,,,,,,,
100,Agriculture,28/7/2016 7:39,28,7,2016,,,,,,,,,,,,,,
125,Personal Use,31/10/2017 4:07,31,10,2017,,,,,,,,,,,,,,
300,Agriculture,16/11/2015 5:32,16,11,2015,,,,,,,,,,,,,,
500,Services,23/6/2017 6:39,23,6,2017,,,,,,,,,,,,,,
175,Agriculture,23/9/2015 6:33,23,9,2015,,,,,,,,,,,,,,
400,Housing,4/4/2017 1:42,4,4,2017,,,,,,,,,,,,,,
900,Education,17/4/2017 7:46,17,4,2017,,,,,,,,,,,,,,
300,Agriculture,10/7/2014 11:07,10,7,2014,,,,,,,,,,,,,,
675,Agriculture,3/7/2013 12:27,3,7,2013,,,,,,,,,,,,,,
150,Education,24/11/2017 17:34,24,11,2017,,,,,,,,,,,,,,
375,Agriculture,26/2/2015 3:50,26,2,2015,,,,,,,,,,,,,,
250,Agriculture,15/4/2013 1:44,15,4,2013,,,,,,,,,,,,,,
900,Food,23/7/2016 15:46,23,7,2016,,,,,,,,,,,,,,
450,Agriculture,5/5/2017 21:10,5,5,2017,,,,,,,,,,,,,,
800,Agriculture,13/7/2016 16:23,13,7,2016,,,,,,,,,,,,,,
425,Retail,26/4/2017 2:09,26,4,2017,,,,,,,,,,,,,,
650,Health,28/9/2016 11:34,28,9,2016,,,,,,,,,,,,,,
2600,Food,11/2/2015 12:04,11,2,2015,,,,,,,,,,,,,,
1300,Food,24/12/2014 12:30,24,12,2014,,,,,,,,,,,,,,
800,Agriculture,2/12/2015 7:59,2,12,2015,,,,,,,,,,,,,,
250,Food,21/5/2015 7:27,21,5,2015,,,,,,,,,,,,,,
1075,Agriculture,29/3/2014 17:15,29,3,2014,,,,,,,,,,,,,,
250,Agriculture,11/9/2015 9:44,11,9,2015,,,,,,,,,,,,,,
4700,Services,16/5/2013 6:41,16,5,2013,,,,,,,,,,,,,,
600,Retail,12/4/2013 10:12,12,4,2013,,,,,,,,,,,,,,
175,Clothing,15/7/2015 8:41,15,7,2015,,,,,,,,,,,,,,
550,Food,5/9/2016 23:06,5,9,2016,,,,,,,,,,,,,,
4400,Arts,20/8/2013 0:29,20,8,2013,,,,,,,,,,,,,,
825,Housing,12/2/2015 21:07,12,2,2015,,,,,,,,,,,,,,
600,Retail,19/10/2016 3:02,19,10,2016,,,,,,,,,,,,,,
575,Retail,10/8/2015 17:38,10,8,2015,,,,,,,,,,,,,,
250,Retail,9/6/2015 3:07,9,6,2015,,,,,,,,,,,,,,
250,Clothing,8/6/2015 13:24,8,6,2015,,,,,,,,,,,,,,
1400,Clothing,21/3/2017 14:51,21,3,2017,,,,,,,,,,,,,,
6625,Food,22/10/2015 16:16,22,10,2015,,,,,,,,,,,,,,
250,Food,18/2/2016 9:51,18,2,2016,,,,,,,,,,,,,,
475,Agriculture,4/1/2016 7:22,4,1,2016,,,,,,,,,,,,,,
800,Agriculture,11/3/2016 9:31,11,3,2016,,,,,,,,,,,,,,
300,Agriculture,12/11/2014 12:04,12,11,2014,,,,,,,,,,,,,,
50,Retail,11/4/2013 12:16,11,4,2013,,,,,,,,,,,,,,
1250,Clothing,24/11/2014 23:48,24,11,2014,,,,,,,,,,,,,,
350,Agriculture,6/2/2015 9:58,6,2,2015,,,,,,,,,,,,,,
375,Education,25/6/2014 13:09,25,6,2014,,,,,,,,,,,,,,
225,Agriculture,16/12/2014 13:52,16,12,2014,,,,,,,,,,,,,,
75,Agriculture,31/7/2014 15:03,31,7,2014,,,,,,,,,,,,,,
750,Agriculture,11/11/2013 7:31,11,11,2013,,,,,,,,,,,,,,
100,Retail,25/7/2016 12:52,25,7,2016,,,,,,,,,,,,,,
150,Food,8/4/2016 7:02,8,4,2016,,,,,,,,,,,,,,
150,Health,9/12/2015 23:54,9,12,2015,,,,,,,,,,,,,,
1000,Agriculture,8/8/2017 10:37,8,8,2017,,,,,,,,,,,,,,
325,Transportation,15/6/2015 3:14,15,6,2015,,,,,,,,,,,,,,
300,Clothing,16/7/2015 13:48,16,7,2015,,,,,,,,,,,,,,
350,Agriculture,22/6/2017 5:36,22,6,2017,,,,,,,,,,,,,,
925,Education,31/8/2017 9:53,31,8,2017,,,,,,,,,,,,,,
1075,Agriculture,8/6/2017 23:40,8,6,2017,,,,,,,,,,,,,,
2500,Agriculture,10/3/2015 16:49,10,3,2015,,,,,,,,,,,,,,
10000,Transportation,5/7/2013 17:12,5,7,2013,,,,,,,,,,,,,,
625,Retail,2/11/2016 12:45,2,11,2016,,,,,,,,,,,,,,
2475,Food,24/10/2014 10:00,24,10,2014,,,,,,,,,,,,,,
1000,Retail,9/11/2017 15:27,9,11,2017,,,,,,,,,,,,,,
900,Food,26/10/2016 15:17,26,10,2016,,,,,,,,,,,,,,
1100,Agriculture,29/1/2017 6:20,29,1,2017,,,,,,,,,,,,,,
1500,Agriculture,30/5/2017 9:18,30,5,2017,,,,,,,,,,,,,,
750,Retail,2/8/2017 22:22,2,8,2017,,,,,,,,,,,,,,
3325,Retail,26/1/2017 12:43,26,1,2017,,,,,,,,,,,,,,
450,Retail,30/5/2017 11:52,30,5,2017,,,,,,,,,,,,,,
825,Construction,28/4/2015 9:16,28,4,2015,,,,,,,,,,,,,,
1000,Retail,29/1/2016 14:53,29,1,2016,,,,,,,,,,,,,,
975,Retail,24/10/2014 20:45,24,10,2014,,,,,,,,,,,,,,
1725,Housing,5/8/2014 14:17,5,8,2014,,,,,,,,,,,,,,
1000,Retail,29/4/2016 4:16,29,4,2016,,,,,,,,,,,,,,
575,Clothing,10/11/2016 6:30,10,11,2016,,,,,,,,,,,,,,
750,Food,10/8/2017 13:14,10,8,2017,,,,,,,,,,,,,,
450,Retail,14/5/2014 22:39,14,5,2014,,,,,,,,,,,,,,
1175,Retail,26/6/2015 13:46,26,6,2015,,,,,,,,,,,,,,
3000,Agriculture,28/11/2013 7:36,28,11,2013,,,,,,,,,,,,,,
375,Agriculture,29/6/2017 15:45,29,6,2017,,,,,,,,,,,,,,
550,Retail,2/9/2015 20:06,2,9,2015,,,,,,,,,,,,,,
4650,Agriculture,11/12/2013 7:37,11,12,2013,,,,,,,,,,,,,,
900,Services,4/6/2016 9:15,4,6,2016,,,,,,,,,,,,,,
2950,Agriculture,2/7/2015 10:34,2,7,2015,,,,,,,,,,,,,,
750,Food,30/9/2014 20:37,30,9,2014,,,,,,,,,,,,,,
9625,Retail,29/9/2017 15:08,29,9,2017,,,,,,,,,,,,,,
4625,Food,28/8/2014 19:31,28,8,2014,,,,,,,,,,,,,,
1500,Retail,5/9/2014 19:13,5,9,2014,,,,,,,,,,,,,,
2000,Services,1/10/2013 7:00,1,10,2013,,,,,,,,,,,,,,
600,Agriculture,27/6/2016 11:32,27,6,2016,,,,,,,,,,,,,,
725,Education,1/9/2014 13:16,1,9,2014,,,,,,,,,,,,,,
800,Food,27/8/2014 19:33,27,8,2014,,,,,,,,,,,,,,
625,Housing,1/9/2014 14:51,1,9,2014,,,,,,,,,,,,,,
1000,Services,9/10/2013 22:18,9,10,2013,,,,,,,,,,,,,,
1100,Agriculture,21/10/2014 8:51,21,10,2014,,,,,,,,,,,,,,
1175,Clothing,9/10/2017 7:59,9,10,2017,,,,,,,,,,,,,,
1025,Services,17/10/2017 19:31,17,10,2017,,,,,,,,,,,,,,
1050,Housing,14/6/2016 10:52,14,6,2016,,,,,,,,,,,,,,
1025,Clothing,18/9/2014 19:58,18,9,2014,,,,,,,,,,,,,,
825,Agriculture,7/8/2015 9:59,7,8,2015,,,,,,,,,,,,,,
450,Retail,9/12/2014 9:30,9,12,2014,,,,,,,,,,,,,,
500,Agriculture,23/6/2017 5:02,23,6,2017,,,,,,,,,,,,,,
725,Food,4/9/2013 17:08,4,9,2013,,,,,,,,,,,,,,
675,Agriculture,12/1/2015 10:12,12,1,2015,,,,,,,,,,,,,,
50000,Services,14/6/2017 8:07,14,6,2017,,,,,,,,,,,,,,
300,Retail,1/9/2015 7:07,1,9,2015,,,,,,,,,,,,,,
3000,Agriculture,31/8/2015 12:33,31,8,2015,,,,,,,,,,,,,,
900,Clothing,30/6/2016 18:51,30,6,2016,,,,,,,,,,,,,,
400,Retail,27/5/2015 12:22,27,5,2015,,,,,,,,,,,,,,
2100,Clothing,9/8/2016 6:52,9,8,2016,,,,,,,,,,,,,,
4250,Retail,20/6/2013 11:19,20,6,2013,,,,,,,,,,,,,,
1475,Agriculture,24/4/2015 11:15,24,4,2015,,,,,,,,,,,,,,
1300,Food,26/8/2014 21:36,26,8,2014,,,,,,,,,,,,,,
2000,Services,4/10/2017 11:08,4,10,2017,,,,,,,,,,,,,,
500,Retail,29/6/2015 16:22,29,6,2015,,,,,,,,,,,,,,
500,Retail,4/7/2013 21:35,4,7,2013,,,,,,,,,,,,,,
775,Agriculture,2/9/2013 11:41,2,9,2013,,,,,,,,,,,,,,
1200,Clothing,23/5/2013 16:01,23,5,2013,,,,,,,,,,,,,,
2050,Clothing,31/7/2015 9:07,31,7,2015,,,,,,,,,,,,,,
750,Agriculture,6/11/2016 5:24,6,11,2016,,,,,,,,,,,,,,
1525,Agriculture,11/3/2015 12:42,11,3,2015,,,,,,,,,,,,,,
4075,Retail,14/5/2015 5:24,14,5,2015,,,,,,,,,,,,,,
650,Housing,31/3/2014 22:12,31,3,2014,,,,,,,,,,,,,,
2425,Agriculture,11/7/2015 18:27,11,7,2015,,,,,,,,,,,,,,
1850,Agriculture,10/9/2014 8:20,10,9,2014,,,,,,,,,,,,,,
4925,Agriculture,12/10/2015 13:19,12,10,2015,,,,,,,,,,,,,,
1500,Retail,8/10/2014 12:36,8,10,2014,,,,,,,,,,,,,,
500,Transportation,30/8/2017 9:43,30,8,2017,,,,,,,,,,,,,,
650,Agriculture,14/11/2016 11:34,14,11,2016,,,,,,,,,,,,,,
1000,Agriculture,30/1/2015 17:27,30,1,2015,,,,,,,,,,,,,,
2000,Services,7/10/2013 5:40,7,10,2013,,,,,,,,,,,,,,
1000,Housing,29/8/2014 20:57,29,8,2014,,,,,,,,,,,,,,
1875,Agriculture,19/7/2017 18:42,19,7,2017,,,,,,,,,,,,,,
1150,Agriculture,29/12/2016 15:36,29,12,2016,,,,,,,,,,,,,,
1100,Transportation,20/9/2013 9:59,20,9,2013,,,,,,,,,,,,,,
1025,Transportation,5/5/2016 5:00,5,5,2016,,,,,,,,,,,,,,
850,Transportation,22/5/2013 9:40,22,5,2013,,,,,,,,,,,,,,
1250,Services,24/7/2015 21:05,24,7,2015,,,,,,,,,,,,,,
1000,Food,28/10/2015 22:09,28,10,2015,,,,,,,,,,,,,,
575,Services,30/9/2015 10:03,30,9,2015,,,,,,,,,,,,,,
1475,Agriculture,27/10/2017 5:06,27,10,2017,,,,,,,,,,,,,,
600,Housing,29/9/2016 8:05,29,9,2016,,,,,,,,,,,,,,
800,Agriculture,25/8/2015 10:59,25,8,2015,,,,,,,,,,,,,,
600,Retail,1/10/2014 11:06,1,10,2014,,,,,,,,,,,,,,
2000,Agriculture,26/9/2013 12:44,26,9,2013,,,,,,,,,,,,,,
2500,Agriculture,28/11/2013 3:21,28,11,2013,,,,,,,,,,,,,,
1750,Personal Use,25/12/2015 5:56,25,12,2015,,,,,,,,,,,,,,
4375,Food,9/5/2016 8:57,9,5,2016,,,,,,,,,,,,,,
500,Personal Use,21/4/2015 5:11,21,4,2015,,,,,,,,,,,,,,
1050,Agriculture,9/12/2013 12:26,9,12,2013,,,,,,,,,,,,,,
1500,Transportation,21/1/2014 13:08,21,1,2014,,,,,,,,,,,,,,
900,Food,5/1/2016 9:15,5,1,2016,,,,,,,,,,,,,,
575,Retail,7/7/2014 3:34,7,7,2014,,,,,,,,,,,,,,
2175,Food,17/1/2017 13:05,17,1,2017,,,,,,,,,,,,,,
950,Personal Use,6/8/2014 11:25,6,8,2014,,,,,,,,,,,,,,
2175,Housing,27/10/2017 4:42,27,10,2017,,,,,,,,,,,,,,
3500,Housing,30/5/2013 6:34,30,5,2013,,,,,,,,,,,,,,
1100,Retail,17/1/2017 21:22,17,1,2017,,,,,,,,,,,,,,
1500,Retail,20/5/2014 2:55,20,5,2014,,,,,,,,,,,,,,
2550,Food,4/7/2013 4:52,4,7,2013,,,,,,,,,,,,,,
350,Retail,8/9/2014 6:19,8,9,2014,,,,,,,,,,,,,,
1000,Retail,8/7/2015 23:36,8,7,2015,,,,,,,,,,,,,,
800,Food,27/5/2013 21:33,27,5,2013,,,,,,,,,,,,,,
350,Agriculture,28/5/2015 22:25,28,5,2015,,,,,,,,,,,,,,
2675,Agriculture,27/10/2013 3:29,27,10,2013,,,,,,,,,,,,,,
750,Food,24/10/2014 20:01,24,10,2014,,,,,,,,,,,,,,
1125,Retail,2/9/2013 11:53,2,9,2013,,,,,,,,,,,,,,
3000,Food,3/6/2013 13:46,3,6,2013,,,,,,,,,,,,,,
1000,Agriculture,6/5/2016 16:02,6,5,2016,,,,,,,,,,,,,,
1175,Clothing,25/6/2013 10:01,25,6,2013,,,,,,,,,,,,,,
1275,Food,22/5/2014 19:16,22,5,2014,,,,,,,,,,,,,,
800,Agriculture,8/1/2016 17:09,8,1,2016,,,,,,,,,,,,,,
1500,Agriculture,22/12/2016 10:54,22,12,2016,,,,,,,,,,,,,,
500,Retail,10/11/2016 16:19,10,11,2016,,,,,,,,,,,,,,
2225,Retail,20/10/2016 7:21,20,10,2016,,,,,,,,,,,,,,
2000,Food,18/7/2017 15:44,18,7,2017,,,,,,,,,,,,,,
3250,Food,31/5/2016 9:32,31,5,2016,,,,,,,,,,,,,,
1500,Agriculture,29/3/2014 16:30,29,3,2014,,,,,,,,,,,,,,
1150,Clothing,28/8/2014 14:05,28,8,2014,,,,,,,,,,,,,,
400,Food,5/9/2014 8:28,5,9,2014,,,,,,,,,,,,,,
700,Clothing,20/5/2014 15:58,20,5,2014,,,,,,,,,,,,,,
1525,Wholesale,3/6/2013 6:40,3,6,2013,,,,,,,,,,,,,,
1100,Retail,14/4/2015 15:03,14,4,2015,,,,,,,,,,,,,,
1750,Agriculture,5/11/2014 5:52,5,11,2014,,,,,,,,,,,,,,
300,Food,27/9/2016 7:41,27,9,2016,,,,,,,,,,,,,,
500,Agriculture,3/9/2015 18:15,3,9,2015,,,,,,,,,,,,,,
3600,Retail,26/9/2016 8:25,26,9,2016,,,,,,,,,,,,,,
875,Agriculture,17/3/2017 4:32,17,3,2017,,,,,,,,,,,,,,
1000,Housing,2/1/2015 17:14,2,1,2015,,,,,,,,,,,,,,
875,Retail,11/10/2017 15:43,11,10,2017,,,,,,,,,,,,,,
775,Food,31/8/2015 7:12,31,8,2015,,,,,,,,,,,,,,
550,Agriculture,8/1/2016 7:38,8,1,2016,,,,,,,,,,,,,,
1475,Agriculture,18/12/2014 21:19,18,12,2014,,,,,,,,,,,,,,
675,Services,31/7/2017 7:43,31,7,2017,,,,,,,,,,,,,,
1650,Agriculture,4/6/2013 8:11,4,6,2013,,,,,,,,,,,,,,
975,Services,18/11/2016 8:23,18,11,2016,,,,,,,,,,,,,,
3000,Agriculture,3/10/2013 14:11,3,10,2013,,,,,,,,,,,,,,
4700,Housing,30/12/2014 7:57,30,12,2014,,,,,,,,,,,,,,
800,Food,27/10/2014 15:15,27,10,2014,,,,,,,,,,,,,,
850,Agriculture,27/6/2016 18:16,27,6,2016,,,,,,,,,,,,,,
1000,Agriculture,3/6/2013 17:15,3,6,2013,,,,,,,,,,,,,,
1500,Retail,4/6/2013 7:08,4,6,2013,,,,,,,,,,,,,,
1175,Housing,15/9/2016 15:21,15,9,2016,,,,,,,,,,,,,,
3675,Retail,22/6/2015 21:54,22,6,2015,,,,,,,,,,,,,,
425,Clothing,7/10/2015 12:37,7,10,2015,,,,,,,,,,,,,,
1450,Food,2/2/2016 13:34,2,2,2016,,,,,,,,,,,,,,
1425,Services,5/9/2013 20:52,5,9,2013,,,,,,,,,,,,,,
2450,Personal Use,17/2/2014 13:26,17,2,2014,,,,,,,,,,,,,,
4500,Agriculture,27/1/2017 13:15,27,1,2017,,,,,,,,,,,,,,
1025,Food,30/9/2015 7:46,30,9,2015,,,,,,,,,,,,,,
425,Retail,22/9/2016 2:02,22,9,2016,,,,,,,,,,,,,,
575,Retail,1/9/2014 8:12,1,9,2014,,,,,,,,,,,,,,
800,Retail,15/11/2017 19:11,15,11,2017,,,,,,,,,,,,,,
2500,Agriculture,4/4/2014 4:34,4,4,2014,,,,,,,,,,,,,,
575,Agriculture,5/6/2015 7:47,5,6,2015,,,,,,,,,,,,,,
375,Food,27/8/2016 12:52,27,8,2016,,,,,,,,,,,,,,
3000,Agriculture,12/11/2014 12:55,12,11,2014,,,,,,,,,,,,,,
1000,Personal Use,4/6/2013 7:19,4,6,2013,,,,,,,,,,,,,,
500,Food,6/12/2017 10:18,6,12,2017,,,,,,,,,,,,,,
500,Food,30/9/2016 6:17,30,9,2016,,,,,,,,,,,,,,
1150,Food,29/10/2015 17:22,29,10,2015,,,,,,,,,,,,,,
1475,Health,31/8/2016 9:24,31,8,2016,,,,,,,,,,,,,,
500,Food,2/6/2016 14:06,2,6,2016,,,,,,,,,,,,,,
825,Retail,24/7/2014 20:53,24,7,2014,,,,,,,,,,,,,,
1050,Food,30/9/2013 5:59,30,9,2013,,,,,,,,,,,,,,
875,Agriculture,11/5/2016 15:12,11,5,2016,,,,,,,,,,,,,,
600,Agriculture,6/7/2016 16:01,6,7,2016,,,,,,,,,,,,,,
175,Personal Use,13/11/2015 13:38,13,11,2015,,,,,,,,,,,,,,
1200,Retail,29/5/2015 17:56,29,5,2015,,,,,,,,,,,,,,
1500,Agriculture,13/1/2016 13:28,13,1,2016,,,,,,,,,,,,,,
525,Food,1/4/2016 14:03,1,4,2016,,,,,,,,,,,,,,
700,Services,29/5/2017 5:13,29,5,2017,,,,,,,,,,,,,,
1000,Agriculture,23/5/2017 4:25,23,5,2017,,,,,,,,,,,,,,
3125,Food,3/9/2013 16:07,3,9,2013,,,,,,,,,,,,,,
950,Personal Use,19/10/2014 21:41,19,10,2014,,,,,,,,,,,,,,
1200,Services,29/9/2017 12:05,29,9,2017,,,,,,,,,,,,,,
1000,Housing,19/12/2013 22:08,19,12,2013,,,,,,,,,,,,,,
975,Food,28/10/2014 20:17,28,10,2014,,,,,,,,,,,,,,
2425,Retail,5/10/2013 7:23,5,10,2013,,,,,,,,,,,,,,
650,Retail,5/8/2015 6:53,5,8,2015,,,,,,,,,,,,,,
500,Transportation,13/9/2017 8:18,13,9,2017,,,,,,,,,,,,,,
1325,Agriculture,11/9/2015 23:18,11,9,2015,,,,,,,,,,,,,,
800,Personal Use,2/10/2015 7:39,2,10,2015,,,,,,,,,,,,,,
500,Agriculture,21/4/2017 13:40,21,4,2017,,,,,,,,,,,,,,
400,Retail,14/10/2015 12:34,14,10,2015,,,,,,,,,,,,,,
600,Clothing,9/12/2017 17:39,9,12,2017,,,,,,,,,,,,,,
550,Retail,28/9/2015 11:31,28,9,2015,,,,,,,,,,,,,,
2325,Food,30/11/2017 13:13,30,11,2017,,,,,,,,,,,,,,
500,Food,29/6/2017 13:07,29,6,2017,,,,,,,,,,,,,,
2700,Agriculture,12/7/2013 13:04,12,7,2013,,,,,,,,,,,,,,
2050,Agriculture,31/7/2014 9:57,31,7,2014,,,,,,,,,,,,,,
3000,Food,6/6/2017 12:05,6,6,2017,,,,,,,,,,,,,,
350,Food,6/1/2015 4:48,6,1,2015,,,,,,,,,,,,,,
1500,Housing,31/10/2016 8:50,31,10,2016,,,,,,,,,,,,,,
1350,Retail,9/10/2013 13:54,9,10,2013,,,,,,,,,,,,,,
500,Food,28/10/2014 14:58,28,10,2014,,,,,,,,,,,,,,
1075,Retail,8/4/2014 10:46,8,4,2014,,,,,,,,,,,,,,
525,Retail,27/8/2014 21:51,27,8,2014,,,,,,,,,,,,,,
600,Personal Use,31/5/2017 15:33,31,5,2017,,,,,,,,,,,,,,
500,Food,30/11/2017 8:55,30,11,2017,,,,,,,,,,,,,,
3025,Health,24/11/2015 8:09,24,11,2015,,,,,,,,,,,,,,
400,Clothing,28/7/2015 18:52,28,7,2015,,,,,,,,,,,,,,
450,Retail,2/10/2014 11:49,2,10,2014,,,,,,,,,,,,,,
525,Personal Use,16/8/2014 8:46,16,8,2014,,,,,,,,,,,,,,
2225,Clothing,4/10/2013 12:02,4,10,2013,,,,,,,,,,,,,,
525,Agriculture,13/10/2016 21:11,13,10,2016,,,,,,,,,,,,,,
525,Housing,17/10/2014 22:40,17,10,2014,,,,,,,,,,,,,,
1100,Transportation,10/4/2015 8:38,10,4,2015,,,,,,,,,,,,,,
1075,Clothing,28/9/2017 10:43,28,9,2017,,,,,,,,,,,,,,
5450,Agriculture,5/12/2013 10:19,5,12,2013,,,,,,,,,,,,,,
4500,Housing,18/10/2013 2:27,18,10,2013,,,,,,,,,,,,,,
2575,Agriculture,14/5/2014 23:04,14,5,2014,,,,,,,,,,,,,,
3000,Agriculture,24/8/2017 7:19,24,8,2017,,,,,,,,,,,,,,
1725,Agriculture,28/11/2017 3:53,28,11,2017,,,,,,,,,,,,,,
1250,Agriculture,9/6/2014 11:54,9,6,2014,,,,,,,,,,,,,,
1325,Retail,28/5/2014 21:57,28,5,2014,,,,,,,,,,,,,,
500,Housing,28/7/2015 18:10,28,7,2015,,,,,,,,,,,,,,
1225,Retail,13/9/2013 0:38,13,9,2013,,,,,,,,,,,,,,
400,Agriculture,29/8/2017 13:33,29,8,2017,,,,,,,,,,,,,,
1300,Retail,12/5/2015 4:26,12,5,2015,,,,,,,,,,,,,,
1875,Retail,25/10/2016 8:19,25,10,2016,,,,,,,,,,,,,,
1200,Agriculture,28/4/2014 22:42,28,4,2014,,,,,,,,,,,,,,
500,Agriculture,12/10/2015 5:59,12,10,2015,,,,,,,,,,,,,,
1300,Agriculture,21/4/2015 11:46,21,4,2015,,,,,,,,,,,,,,
550,Retail,3/2/2016 16:14,3,2,2016,,,,,,,,,,,,,,
1050,Retail,26/8/2013 5:29,26,8,2013,,,,,,,,,,,,,,
1050,Food,23/5/2016 10:05,23,5,2016,,,,,,,,,,,,,,
2275,Construction,19/9/2017 8:06,19,9,2017,,,,,,,,,,,,,,
1525,Services,14/7/2016 11:30,14,7,2016,,,,,,,,,,,,,,
825,Personal Use,22/4/2014 21:58,22,4,2014,,,,,,,,,,,,,,
800,Food,26/5/2016 5:33,26,5,2016,,,,,,,,,,,,,,
1000,Agriculture,26/1/2017 22:06,26,1,2017,,,,,,,,,,,,,,
2450,Clothing,24/7/2013 7:10,24,7,2013,,,,,,,,,,,,,,
10000,Retail,10/9/2014 6:22,10,9,2014,,,,,,,,,,,,,,
600,Food,28/1/2016 12:19,28,1,2016,,,,,,,,,,,,,,
1025,Food,28/10/2016 19:35,28,10,2016,,,,,,,,,,,,,,
1825,Agriculture,20/10/2014 9:42,20,10,2014,,,,,,,,,,,,,,
1300,Clothing,29/12/2016 17:43,29,12,2016,,,,,,,,,,,,,,
4200,Wholesale,20/8/2013 0:46,20,8,2013,,,,,,,,,,,,,,
1000,Agriculture,24/10/2016 10:08,24,10,2016,,,,,,,,,,,,,,
975,Retail,27/7/2017 11:46,27,7,2017,,,,,,,,,,,,,,
850,Agriculture,29/5/2013 21:04,29,5,2013,,,,,,,,,,,,,,
700,Housing,26/6/2015 17:30,26,6,2015,,,,,,,,,,,,,,
3000,Retail,1/10/2017 5:40,1,10,2017,,,,,,,,,,,,,,
475,Retail,29/6/2016 15:54,29,6,2016,,,,,,,,,,,,,,
2100,Personal Use,18/11/2013 9:54,18,11,2013,,,,,,,,,,,,,,
300,Housing,27/10/2014 14:40,27,10,2014,,,,,,,,,,,,,,
925,Agriculture,26/11/2014 11:07,26,11,2014,,,,,,,,,,,,,,
1000,Food,26/7/2014 14:50,26,7,2014,,,,,,,,,,,,,,
1000,Agriculture,27/4/2015 21:04,27,4,2015,,,,,,,,,,,,,,
350,Retail,2/9/2014 3:04,2,9,2014,,,,,,,,,,,,,,
2100,Food,1/12/2016 6:48,1,12,2016,,,,,,,,,,,,,,
900,Housing,15/9/2015 17:07,15,9,2015,,,,,,,,,,,,,,
1775,Food,31/5/2016 12:12,31,5,2016,,,,,,,,,,,,,,
775,Food,31/3/2014 2:13,31,3,2014,,,,,,,,,,,,,,
1150,Agriculture,21/3/2017 5:19,21,3,2017,,,,,,,,,,,,,,
2100,Health,11/5/2016 10:26,11,5,2016,,,,,,,,,,,,,,
1500,Clothing,13/9/2013 16:02,13,9,2013,,,,,,,,,,,,,,
525,Personal Use,27/5/2016 1:56,27,5,2016,,,,,,,,,,,,,,
1400,Retail,8/8/2017 19:34,8,8,2017,,,,,,,,,,,,,,
2550,Agriculture,20/12/2013 7:17,20,12,2013,,,,,,,,,,,,,,
825,Agriculture,12/7/2015 6:49,12,7,2015,,,,,,,,,,,,,,
400,Food,3/12/2015 14:53,3,12,2015,,,,,,,,,,,,,,
3000,Agriculture,15/1/2014 13:47,15,1,2014,,,,,,,,,,,,,,
500,Agriculture,20/5/2014 22:24,20,5,2014,,,,,,,,,,,,,,
500,Food,4/12/2017 13:47,4,12,2017,,,,,,,,,,,,,,
550,Clothing,3/7/2014 20:31,3,7,2014,,,,,,,,,,,,,,
