x,y,value
Brazilian,Pizza,0.138757793655847
Pizza,Brazilian,0.138757793655847
Middle Eastern,Laotian,0.138675286403053
Laotian,Middle Eastern,0.138675286403053
Cuban,Hot Pot,0.138424538572997
Hot Pot,Cuban,0.138424538572997
Breweries,Sushi Bars,0.137296073764329
Sushi Bars,Breweries,0.137296073764329
Laotian,Brazilian,0.13706495352271
Brazilian,Laotian,0.13706495352271
Egyptian,Dominican,0.136652777668237
Dominican,Egyptian,0.136652777668237
Egyptian,Indonesian,0.136645266010382
Indonesian,Egyptian,0.136645266010382
Shanghainese,Middle Eastern,0.135585177030332
Middle Eastern,Shanghainese,0.135585177030332
Shaved Ice,Bangladeshi,0.135472946530296
Bangladeshi,Shaved Ice,0.135472946530296
Filipino,Hot Pot,0.135132570242697
Hot Pot,Filipino,0.135132570242697
Persian/Iranian,Dominican,0.134905948384536
Dominican,Persian/Iranian,0.134905948384536
Laotian,Piano Bars,0.13473254485276
Piano Bars,Laotian,0.13473254485276
Caribbean,Falafel,0.134058349790598
Falafel,Caribbean,0.134058349790598
Specialty Food,Brazilian,0.133582373361832
Brazilian,Specialty Food,0.133582373361832
Middle Eastern,Specialty Food,0.132859564593301
Specialty Food,Middle Eastern,0.132859564593301
Middle Eastern,Sushi Bars,0.132686206315376
Sushi Bars,Middle Eastern,0.132686206315376
Spanish,Shanghainese,0.132046542283273
Shanghainese,Spanish,0.132046542283273
Mediterranean,Middle Eastern,0.13200554070982
Middle Eastern,Mediterranean,0.13200554070982
Dominican,Gelato,0.131984868410568
Gelato,Dominican,0.131984868410568
Shanghainese,Latin American,0.131845098837725
Latin American,Shanghainese,0.131845098837725
Bangladeshi,Cheese Shops,0.131458076526349
Cheese Shops,Bangladeshi,0.131458076526349
Meat Shops,Bangladeshi,0.131432049899144
Bangladeshi,Meat Shops,0.131432049899144
Breweries,Middle Eastern,0.13135014599118
Middle Eastern,Breweries,0.13135014599118
Bangladeshi,Sushi Bars,0.130976308449964
Sushi Bars,Bangladeshi,0.130976308449964
Fast Food,Dominican,0.130435962219684
Dominican,Fast Food,0.130435962219684
Brazilian,Ethnic Food,0.130414808594554
Ethnic Food,Brazilian,0.130414808594554
Cuban,Patisserie/Cake Shop,0.129517773172128
Patisserie/Cake Shop,Cuban,0.129517773172128
Laotian,Persian/Iranian,0.129447091517032
Persian/Iranian,Laotian,0.129447091517032
Cafes,Bangladeshi,0.129030093386554
Bangladeshi,Cafes,0.129030093386554
Pizza,Ukrainian,0.128903238888226
Ukrainian,Pizza,0.128903238888226
Shanghainese,Food Court,0.128464902991014
Food Court,Shanghainese,0.128464902991014
Filipino,Egyptian,0.128433005866079
Egyptian,Filipino,0.128433005866079
Spanish,Cantonese,0.12837858511027
Cantonese,Spanish,0.12837858511027
Indonesian,Live/Raw Food,0.127849686210921
Live/Raw Food,Indonesian,0.127849686210921
Bangladeshi,Cupcakes,0.127812425576438
Cupcakes,Bangladeshi,0.127812425576438
Meat Shops,Brazilian,0.12769859734777
Brazilian,Meat Shops,0.12769859734777
Salad,Shanghainese,0.127529371285428
Shanghainese,Salad,0.127529371285428
Egyptian,Italian,0.127506480408907
Italian,Egyptian,0.127506480408907
Live/Raw Food,Caribbean,0.127421540691047
Caribbean,Live/Raw Food,0.127421540691047
Laotian,Fast Food,0.126395857143981
Fast Food,Laotian,0.126395857143981
Shanghainese,Turkish,0.126248829238455
Turkish,Shanghainese,0.126248829238455
Dominican,Pubs,0.126224931431417
Pubs,Dominican,0.126224931431417
Filipino,Italian,0.125884007113431
Italian,Filipino,0.125884007113431
Specialty Food,Filipino,0.125471704096524
Filipino,Specialty Food,0.125471704096524
Laotian,Food Delivery Services,0.12546814281329
Food Delivery Services,Laotian,0.12546814281329
Gelato,Filipino,0.125312665675117
Filipino,Gelato,0.125312665675117
Salad,Filipino,0.12515034453409
Filipino,Salad,0.12515034453409
Egyptian,Cuban,0.124664092096038
Cuban,Egyptian,0.124664092096038
Soup,Brazilian,0.124518304686466
Brazilian,Soup,0.124518304686466
Brazilian,Sushi Bars,0.124454051724081
Sushi Bars,Brazilian,0.124454051724081
Cambodian,Wine Bars,0.124175540877916
Wine Bars,Cambodian,0.124175540877916
Breweries,Shanghainese,0.124056988145031
Shanghainese,Breweries,0.124056988145031
Filipino,Brazilian,0.123393675338514
Brazilian,Filipino,0.123393675338514
Pubs,Ukrainian,0.123319018489931
Ukrainian,Pubs,0.123319018489931
Cafes,Filipino,0.123133260457081
Filipino,Cafes,0.123133260457081
Cuban,Food Delivery Services,0.122276038976966
Food Delivery Services,Cuban,0.122276038976966
Ukrainian,Spanish,0.122270477119557
Spanish,Ukrainian,0.122270477119557
Shanghainese,Mediterranean,0.122234070587961
Mediterranean,Shanghainese,0.122234070587961
Turkish,Egyptian,0.122111657341609
Egyptian,Turkish,0.122111657341609
Latin American,Specialty Food,0.122059496715791
Specialty Food,Latin American,0.122059496715791
Egyptian,Ethnic Food,0.121483418998801
Ethnic Food,Egyptian,0.121483418998801
Middle Eastern,Thai,0.121199479686655
Thai,Middle Eastern,0.121199479686655
Brazilian,Spanish,0.121041127821989
Spanish,Brazilian,0.121041127821989
Indonesian,Falafel,0.120933804077615
Falafel,Indonesian,0.120933804077615
Dominican,Meat Shops,0.12059581260505
Meat Shops,Dominican,0.12059581260505
Vegetarian,Shanghainese,0.120031552179382
Shanghainese,Vegetarian,0.120031552179382
Laotian,Shaved Ice,0.119770120244751
Shaved Ice,Laotian,0.119770120244751
Laotian,Cupcakes,0.119274675326378
Cupcakes,Laotian,0.119274675326378
Cambodian,Egyptian,0.119127747958399
Egyptian,Cambodian,0.119127747958399
Middle Eastern,Caribbean,0.118869715543232
Caribbean,Middle Eastern,0.118869715543232
Persian/Iranian,Spanish,0.11840996729391
Spanish,Persian/Iranian,0.11840996729391
Cuban,Latin American,0.118406990805786
Latin American,Cuban,0.118406990805786
Spanish,Beer Bar,0.118222059556425
Beer Bar,Spanish,0.118222059556425
Shanghainese,Food Delivery Services,0.118113759386888
Food Delivery Services,Shanghainese,0.118113759386888
Desserts,Middle Eastern,0.117435121134463
Middle Eastern,Desserts,0.117435121134463
Cuban,Pizza,0.117311429077327
Pizza,Cuban,0.117311429077327
Shanghainese,Fast Food,0.117214962783827
Fast Food,Shanghainese,0.117214962783827
Pizza,Shanghainese,0.116936436396936
Shanghainese,Pizza,0.116936436396936
Middle Eastern,Shaved Ice,0.116921004713767
Shaved Ice,Middle Eastern,0.116921004713767
Caribbean,Cafes,0.116891936144149
Cafes,Caribbean,0.116891936144149
Ukrainian,Brazilian,0.116434742134477
Brazilian,Ukrainian,0.116434742134477
Dominican,Thai,0.116290171760735
Thai,Dominican,0.116290171760735
Laotian,Bangladeshi,0.116237540718499
Bangladeshi,Laotian,0.116237540718499
Ethnic Food,Spanish,0.115809037690372
Spanish,Ethnic Food,0.115809037690372
Bangladeshi,Dominican,0.115731158237994
Dominican,Bangladeshi,0.115731158237994
Shanghainese,Hot Pot,0.115712604975221
Hot Pot,Shanghainese,0.115712604975221
Sushi Bars,Egyptian,0.114759781807717
Egyptian,Sushi Bars,0.114759781807717
Arabian,Dominican,0.113450646733338
Dominican,Arabian,0.113450646733338
Thai,Latin American,0.11312945822567
Latin American,Thai,0.11312945822567
Cambodian,Middle Eastern,0.11269970906803
Middle Eastern,Cambodian,0.11269970906803
Patisserie/Cake Shop,Taiwanese,0.112607659519365
Taiwanese,Patisserie/Cake Shop,0.112607659519365
Fast Food,Middle Eastern,0.112585707379916
Middle Eastern,Fast Food,0.112585707379916
Falafel,Dominican,0.112546282661644
Dominican,Falafel,0.112546282661644
Cheese Shops,Caribbean,0.112487554069584
Caribbean,Cheese Shops,0.112487554069584
Meat Shops,Laotian,0.112281703468362
Laotian,Meat Shops,0.112281703468362
Mediterranean,Brazilian,0.112259409264201
Brazilian,Mediterranean,0.112259409264201
Latin American,Taiwanese,0.111791033266397
Taiwanese,Latin American,0.111791033266397
Filipino,Middle Eastern,0.111754891387772
Middle Eastern,Filipino,0.111754891387772
Ukrainian,Wine Bars,0.111584983235713
Wine Bars,Ukrainian,0.111584983235713
Cambodian,Dominican,0.111425110693209
Dominican,Cambodian,0.111425110693209
Sushi Bars,Cambodian,0.111351592628485
Cambodian,Sushi Bars,0.111351592628485
Indonesian,Wine Bars,0.111327379239656
Wine Bars,Indonesian,0.111327379239656
Dominican,Brazilian,0.110293178329438
Brazilian,Dominican,0.110293178329438
Soup,Egyptian,0.109922801256054
Egyptian,Soup,0.109922801256054
Brazilian,Cambodian,0.109211807127931
Cambodian,Brazilian,0.109211807127931
Breweries,Cambodian,0.108878575434815
Cambodian,Breweries,0.108878575434815
Laotian,Taiwanese,0.108633142859373
Taiwanese,Laotian,0.108633142859373
Indonesian,Cambodian,0.108264642224391
Cambodian,Indonesian,0.108264642224391
Taiwanese,Meat Shops,0.108067605102746
Meat Shops,Taiwanese,0.108067605102746
Middle Eastern,Cantonese,0.107108082194215
Cantonese,Middle Eastern,0.107108082194215
Cuban,Thai,0.106730513569992
Thai,Cuban,0.106730513569992
Bangladeshi,Shanghainese,0.106389566811804
Shanghainese,Bangladeshi,0.106389566811804
Middle Eastern,Bangladeshi,0.105775931928548
Bangladeshi,Middle Eastern,0.105775931928548
Dominican,Indonesian,0.105425060413809
Indonesian,Dominican,0.105425060413809
Latin American,Filipino,0.105067625808473
Filipino,Latin American,0.105067625808473
Cambodian,Laotian,0.104630906543875
Laotian,Cambodian,0.104630906543875
Brazilian,Vegetarian,0.104260172434261
Vegetarian,Brazilian,0.104260172434261
Cafes,Laotian,0.104150082671246
Laotian,Cafes,0.104150082671246
Spanish,Italian,0.103813167515759
Italian,Spanish,0.103813167515759
Egyptian,Ukrainian,0.101946741619851
Ukrainian,Egyptian,0.101946741619851
Desserts,Ukrainian,0.101755800637055
Ukrainian,Desserts,0.101755800637055
Cambodian,Piano Bars,0.101699715649755
Piano Bars,Cambodian,0.101699715649755
Ukrainian,Middle Eastern,0.101608862150473
Middle Eastern,Ukrainian,0.101608862150473
Arabian,Brazilian,0.101239232498711
Brazilian,Arabian,0.101239232498711
Egyptian,Shaved Ice,0.100830308692994
Shaved Ice,Egyptian,0.100830308692994
Cupcakes,Filipino,0.10057993906103
Filipino,Cupcakes,0.10057993906103
Meat Shops,Cuban,0.100575839848452
Cuban,Meat Shops,0.100575839848452
Egyptian,Hot Pot,0.100279844645764
Hot Pot,Egyptian,0.100279844645764
Vegetarian,Bangladeshi,0.100215606871692
Bangladeshi,Vegetarian,0.100215606871692
Cambodian,Shanghainese,0.0998450885387345
Shanghainese,Cambodian,0.0998450885387345
Food Court,Caribbean,0.0996105852938216
Caribbean,Food Court,0.0996105852938216
Middle Eastern,Spanish,0.0994143353150427
Spanish,Middle Eastern,0.0994143353150427
Dominican,Cupcakes,0.0990582324354432
Cupcakes,Dominican,0.0990582324354432
Filipino,Live/Raw Food,0.0989381369791499
Live/Raw Food,Filipino,0.0989381369791499
Food Delivery Services,Ukrainian,0.0985019402299218
Ukrainian,Food Delivery Services,0.0985019402299218
Cupcakes,Spanish,0.0978931769371864
Spanish,Cupcakes,0.0978931769371864
Brazilian,Cheese Shops,0.097773970735562
Cheese Shops,Brazilian,0.097773970735562
Bangladeshi,Falafel,0.0975944734592676
Falafel,Bangladeshi,0.0975944734592676
Food Court,Egyptian,0.0965234402839971
Egyptian,Food Court,0.0965234402839971
Hot Pot,Cambodian,0.0962126554238831
Cambodian,Hot Pot,0.0962126554238831
Vegetarian,Filipino,0.0960323384735092
Filipino,Vegetarian,0.0960323384735092
Cantonese,Dominican,0.0954582049920703
Dominican,Cantonese,0.0954582049920703
Fast Food,Bangladeshi,0.0954370066598613
Bangladeshi,Fast Food,0.0954370066598613
Piano Bars,Bangladeshi,0.0948798687445594
Bangladeshi,Piano Bars,0.0948798687445594
Dominican,Hot Pot,0.09456385804826
Hot Pot,Dominican,0.09456385804826
Pizza,Filipino,0.0944271986308005
Filipino,Pizza,0.0944271986308005
Food Court,Brazilian,0.0941784398044746
Brazilian,Food Court,0.0941784398044746
Breweries,Egyptian,0.0938121355308722
Egyptian,Breweries,0.0938121355308722
Soup,Cambodian,0.0934942883681445
Cambodian,Soup,0.0934942883681445
Cambodian,Patisserie/Cake Shop,0.0929074817410727
Patisserie/Cake Shop,Cambodian,0.0929074817410727
Middle Eastern,Cupcakes,0.0926310028079581
Cupcakes,Middle Eastern,0.0926310028079581
Fast Food,Egyptian,0.0925160940366465
Egyptian,Fast Food,0.0925160940366465
Latin American,Fast Food,0.0921290936483339
Fast Food,Latin American,0.0921290936483339
Egyptian,Persian/Iranian,0.0919618853102119
Persian/Iranian,Egyptian,0.0919618853102119
Thai,Shanghainese,0.0916076519155887
Shanghainese,Thai,0.0916076519155887
Caribbean,Bangladeshi,0.0915403712299482
Bangladeshi,Caribbean,0.0915403712299482
Ethnic Food,Shanghainese,0.091511746227872
Shanghainese,Ethnic Food,0.091511746227872
Dominican,Spanish,0.0914442213887915
Spanish,Dominican,0.0914442213887915
Bangladeshi,Ethnic Food,0.0913330300400945
Ethnic Food,Bangladeshi,0.0913330300400945
Laotian,Cantonese,0.0912886885108663
Cantonese,Laotian,0.0912886885108663
Vegetarian,Dominican,0.0909791105689725
Dominican,Vegetarian,0.0909791105689725
Laotian,Pubs,0.0907125218006421
Pubs,Laotian,0.0907125218006421
Filipino,Dominican,0.0907089087922813
Dominican,Filipino,0.0907089087922813
Pubs,Bangladeshi,0.0905617057921668
Bangladeshi,Pubs,0.0905617057921668
Dominican,Wine Bars,0.0898674960500066
Wine Bars,Dominican,0.0898674960500066
Latin American,Food Court,0.0898500460339586
Food Court,Latin American,0.0898500460339586
Middle Eastern,Gelato,0.0896038195633669
Gelato,Middle Eastern,0.0896038195633669
Indonesian,Cuban,0.0895377197010512
Cuban,Indonesian,0.0895377197010512
Gelato,Brazilian,0.0895208010521535
Brazilian,Gelato,0.0895208010521535
Beer Bar,Latin American,0.0890353569929967
Latin American,Beer Bar,0.0890353569929967
Cupcakes,Latin American,0.0887905219172945
Latin American,Cupcakes,0.0887905219172945
Egyptian,Specialty Food,0.0887066825819746
Specialty Food,Egyptian,0.0887066825819746
Bangladeshi,Beer Bar,0.0881821989963287
Beer Bar,Bangladeshi,0.0881821989963287
Shanghainese,Live/Raw Food,0.0880354211563101
Live/Raw Food,Shanghainese,0.0880354211563101
Brazilian,Persian/Iranian,0.0868938013521051
Persian/Iranian,Brazilian,0.0868938013521051
Pizza,Indonesian,0.0868644890331041
Indonesian,Pizza,0.0868644890331041
Falafel,Brazilian,0.0859984760373209
Brazilian,Falafel,0.0859984760373209
Sushi Bars,Caribbean,0.0858023396394797
Caribbean,Sushi Bars,0.0858023396394797
Cambodian,Cantonese,0.085315621897927
Cantonese,Cambodian,0.085315621897927
Egyptian,Bangladeshi,0.0852864705433341
Bangladeshi,Egyptian,0.0852864705433341
Desserts,Bangladeshi,0.0849707270113746
Bangladeshi,Desserts,0.0849707270113746
Wine Bars,Bangladeshi,0.0844211897835876
Bangladeshi,Wine Bars,0.0844211897835876
Cheese Shops,Taiwanese,0.0837023553761594
Taiwanese,Cheese Shops,0.0837023553761594
Middle Eastern,Piano Bars,0.0830584021938567
Piano Bars,Middle Eastern,0.0830584021938567
Wine Bars,Brazilian,0.0828959728663417
Brazilian,Wine Bars,0.0828959728663417
Persian/Iranian,Taiwanese,0.0811212621874789
Taiwanese,Persian/Iranian,0.0811212621874789
Filipino,Turkish,0.080894245741943
Turkish,Filipino,0.080894245741943
Food Court,Spanish,0.0806199028539512
Spanish,Food Court,0.0806199028539512
Brazilian,Pubs,0.0805783096298499
Pubs,Brazilian,0.0805783096298499
Filipino,Fast Food,0.0802803304598907
Fast Food,Filipino,0.0802803304598907
Bangladeshi,Food Delivery Services,0.0802340974294085
Food Delivery Services,Bangladeshi,0.0802340974294085
Breweries,Dominican,0.0800048018338786
Dominican,Breweries,0.0800048018338786
Turkish,Laotian,0.0798839807800233
Laotian,Turkish,0.0798839807800233
Shanghainese,Soup,0.079204382291518
Soup,Shanghainese,0.079204382291518
Filipino,Beer Bar,0.0788771440338442
Beer Bar,Filipino,0.0788771440338442
Latin American,Middle Eastern,0.0785429739369437
Middle Eastern,Latin American,0.0785429739369437
Pubs,Middle Eastern,0.0784880029401304
Middle Eastern,Pubs,0.0784880029401304
Cuban,Middle Eastern,0.0781375903237919
Middle Eastern,Cuban,0.0781375903237919
Middle Eastern,Falafel,0.078060897644518
Falafel,Middle Eastern,0.078060897644518
Caribbean,Gelato,0.0780030655509756
Gelato,Caribbean,0.0780030655509756
Turkish,Middle Eastern,0.0774276158620886
Middle Eastern,Turkish,0.0774276158620886
Food Court,Middle Eastern,0.0771436785433095
Middle Eastern,Food Court,0.0771436785433095
Breweries,Bangladeshi,0.0769574557079174
Bangladeshi,Breweries,0.0769574557079174
Arabian,Filipino,0.0768731046378162
Filipino,Arabian,0.0768731046378162
Middle Eastern,Delis,0.076851059976826
Delis,Middle Eastern,0.076851059976826
Cuban,Mediterranean,0.0768068023265952
Mediterranean,Cuban,0.0768068023265952
Indonesian,Breweries,0.0766066085816323
Breweries,Indonesian,0.0766066085816323
Cuban,Cafes,0.0757994055609665
Cafes,Cuban,0.0757994055609665
Taiwanese,Specialty Food,0.0753692458127162
Specialty Food,Taiwanese,0.0753692458127162
Italian,Cuban,0.0752485857474725
Cuban,Italian,0.0752485857474725
Live/Raw Food,Cambodian,0.0749433067737404
Cambodian,Live/Raw Food,0.0749433067737404
Shaved Ice,Dominican,0.0748914408475972
Dominican,Shaved Ice,0.0748914408475972
Pubs,Cambodian,0.074808394238863
Cambodian,Pubs,0.074808394238863
Wine Bars,Shanghainese,0.0747291593571847
Shanghainese,Wine Bars,0.0747291593571847
Piano Bars,Ukrainian,0.0746297584504658
Ukrainian,Piano Bars,0.0746297584504658
Desserts,Filipino,0.0746042680422702
Filipino,Desserts,0.0746042680422702
Ukrainian,Ethnic Food,0.0742905842629076
Ethnic Food,Ukrainian,0.0742905842629076
Shanghainese,Beer Bar,0.0736114389463896
Beer Bar,Shanghainese,0.0736114389463896
Middle Eastern,Food Delivery Services,0.0732619670919235
Food Delivery Services,Middle Eastern,0.0732619670919235
Middle Eastern,Italian,0.0730668424914319
Italian,Middle Eastern,0.0730668424914319
Piano Bars,Caribbean,0.0727400890252713
Caribbean,Piano Bars,0.0727400890252713
Ukrainian,Vegetarian,0.0721818636486383
Vegetarian,Ukrainian,0.0721818636486383
Indonesian,Filipino,0.0719619036699434
Filipino,Indonesian,0.0719619036699434
Indonesian,Pubs,0.071792020152603
Pubs,Indonesian,0.071792020152603
Live/Raw Food,Cuban,0.0715246420210316
Cuban,Live/Raw Food,0.0715246420210316
Shaved Ice,Shanghainese,0.0709437854890705
Shanghainese,Shaved Ice,0.0709437854890705
Taiwanese,Thai,0.0708419346768131
Thai,Taiwanese,0.0708419346768131
Desserts,Cuban,0.0706223415295223
Cuban,Desserts,0.0706223415295223
Cambodian,Cuban,0.0706131554364934
Cuban,Cambodian,0.0706131554364934
Latin American,Cantonese,0.070234397554174
Cantonese,Latin American,0.070234397554174
Spanish,Sushi Bars,0.0700373167467844
Sushi Bars,Spanish,0.0700373167467844
Indonesian,Soup,0.0697731124038706
Soup,Indonesian,0.0697731124038706
Cafes,Brazilian,0.0697717386925109
Brazilian,Cafes,0.0697717386925109
Falafel,Laotian,0.0696921982040782
Laotian,Falafel,0.0696921982040782
Fast Food,Cuban,0.069211473777674
Cuban,Fast Food,0.069211473777674
Laotian,Indonesian,0.0687706694410798
Indonesian,Laotian,0.0687706694410798
Dominican,Live/Raw Food,0.0685642586332363
Live/Raw Food,Dominican,0.0685642586332363
Soup,Dominican,0.0678357285619615
Dominican,Soup,0.0678357285619615
Salad,Laotian,0.0674585649165057
Laotian,Salad,0.0674585649165057
Live/Raw Food,Laotian,0.0666346021088332
Laotian,Live/Raw Food,0.0666346021088332
Thai,Breweries,0.0666227327444191
Breweries,Thai,0.0666227327444191
Middle Eastern,Vegetarian,0.0664806222093217
Vegetarian,Middle Eastern,0.0664806222093217
Indonesian,Cupcakes,0.0663856464450876
Cupcakes,Indonesian,0.0663856464450876
Salad,Brazilian,0.0662801954970718
Brazilian,Salad,0.0662801954970718
Caribbean,Shaved Ice,0.0660405993027708
Shaved Ice,Caribbean,0.0660405993027708
Bangladeshi,Thai,0.0649727644108379
Thai,Bangladeshi,0.0649727644108379
Bangladeshi,Filipino,0.0645436473857354
Filipino,Bangladeshi,0.0645436473857354
Dominican,Salad,0.0644910523126157
Salad,Dominican,0.0644910523126157
Latin American,Patisserie/Cake Shop,0.0639773039057578
Patisserie/Cake Shop,Latin American,0.0639773039057578
Spanish,Piano Bars,0.0637328777846731
Piano Bars,Spanish,0.0637328777846731
Bangladeshi,Cambodian,0.0636400055995012
Cambodian,Bangladeshi,0.0636400055995012
Meat Shops,Spanish,0.063401189731227
Spanish,Meat Shops,0.063401189731227
Laotian,Mediterranean,0.0630809915440477
Mediterranean,Laotian,0.0630809915440477
Egyptian,Falafel,0.0629351937496347
Falafel,Egyptian,0.0629351937496347
Dominican,Taiwanese,0.0627662322317315
Taiwanese,Dominican,0.0627662322317315
Caribbean,Thai,0.062269647006965
Thai,Caribbean,0.062269647006965
Laotian,Patisserie/Cake Shop,0.0620964229523376
Patisserie/Cake Shop,Laotian,0.0620964229523376
Live/Raw Food,Middle Eastern,0.0620307445392797
Middle Eastern,Live/Raw Food,0.0620307445392797
Egyptian,Desserts,0.0619729032518151
Desserts,Egyptian,0.0619729032518151
Dominican,Cuban,0.0609387329711539
Cuban,Dominican,0.0609387329711539
Hot Pot,Brazilian,0.0607065863222134
Brazilian,Hot Pot,0.0607065863222134
Live/Raw Food,Bangladeshi,0.0601800654897899
Bangladeshi,Live/Raw Food,0.0601800654897899
Dominican,Laotian,0.0588446237530776
Laotian,Dominican,0.0588446237530776
Laotian,Thai,0.0585333714862825
Thai,Laotian,0.0585333714862825
Patisserie/Cake Shop,Spanish,0.0582459944723044
Spanish,Patisserie/Cake Shop,0.0582459944723044
Bangladeshi,Specialty Food,0.057565598270129
Specialty Food,Bangladeshi,0.057565598270129
Spanish,Laotian,0.0565447375975848
Laotian,Spanish,0.0565447375975848
Bangladeshi,Arabian,0.0564466937223223
Arabian,Bangladeshi,0.0564466937223223
Meat Shops,Filipino,0.0564013359341599
Filipino,Meat Shops,0.0564013359341599
Taiwanese,Filipino,0.0561952222301402
Filipino,Taiwanese,0.0561952222301402
Shaved Ice,Filipino,0.0553796773222539
Filipino,Shaved Ice,0.0553796773222539
Latin American,Brazilian,0.0549657818501082
Brazilian,Latin American,0.0549657818501082
Piano Bars,Shanghainese,0.0549457315232436
Shanghainese,Piano Bars,0.0549457315232436
Taiwanese,Shanghainese,0.0548065075564856
Shanghainese,Taiwanese,0.0548065075564856
Brazilian,Middle Eastern,0.0523264034863845
Middle Eastern,Brazilian,0.0523264034863845
Brazilian,Turkish,0.0522210897280025
Turkish,Brazilian,0.0522210897280025
Cuban,Sushi Bars,0.0518264671551105
Sushi Bars,Cuban,0.0518264671551105
Cheese Shops,Middle Eastern,0.0517426768661799
Middle Eastern,Cheese Shops,0.0517426768661799
Filipino,Delis,0.0516852695711329
Delis,Filipino,0.0516852695711329
Cambodian,Vegetarian,0.0515925101167996
Vegetarian,Cambodian,0.0515925101167996
Filipino,Thai,0.0511696685156144
Thai,Filipino,0.0511696685156144
Sushi Bars,Ukrainian,0.0505199155413042
Ukrainian,Sushi Bars,0.0505199155413042
Filipino,Pubs,0.0503508321601825
Pubs,Filipino,0.0503508321601825
Laotian,Beer Bar,0.0503443138478302
Beer Bar,Laotian,0.0503443138478302
Indonesian,Middle Eastern,0.0503159190947656
Middle Eastern,Indonesian,0.0503159190947656
Laotian,Soup,0.0502780478151736
Soup,Laotian,0.0502780478151736
Egyptian,Vegetarian,0.0498580952060034
Vegetarian,Egyptian,0.0498580952060034
Piano Bars,Egyptian,0.0495940336215086
Egyptian,Piano Bars,0.0495940336215086
Shanghainese,Cafes,0.0495551809730557
Cafes,Shanghainese,0.0495551809730557
Egyptian,Delis,0.0492317171422587
Delis,Egyptian,0.0492317171422587
Cantonese,Bangladeshi,0.0490723416718159
Bangladeshi,Cantonese,0.0490723416718159
Live/Raw Food,Egyptian,0.0482275484592432
Egyptian,Live/Raw Food,0.0482275484592432
Food Delivery Services,Brazilian,0.0477371106265143
Brazilian,Food Delivery Services,0.0477371106265143
Laotian,Ukrainian,0.047478244287691
Ukrainian,Laotian,0.047478244287691
Indonesian,Thai,0.0473856355171777
Thai,Indonesian,0.0473856355171777
Indonesian,Brazilian,0.0470249643305323
Brazilian,Indonesian,0.0470249643305323
Persian/Iranian,Cuban,0.0464324489536754
Cuban,Persian/Iranian,0.0464324489536754
Salad,Indonesian,0.0463288711788021
Indonesian,Salad,0.0463288711788021
Dominican,Shanghainese,0.046242541052091
Shanghainese,Dominican,0.046242541052091
Persian/Iranian,Latin American,0.0461944458298661
Latin American,Persian/Iranian,0.0461944458298661
Cheese Shops,Shanghainese,0.0456644320154757
Shanghainese,Cheese Shops,0.0456644320154757
Caribbean,Brazilian,0.0450561094555517
Brazilian,Caribbean,0.0450561094555517
Laotian,Pizza,0.044742819611904
Pizza,Laotian,0.044742819611904
Cambodian,Cheese Shops,0.0447024874772165
Cheese Shops,Cambodian,0.0447024874772165
Laotian,Wine Bars,0.0440409208909498
Wine Bars,Laotian,0.0440409208909498
Laotian,Caribbean,0.0438578634370896
Caribbean,Laotian,0.0438578634370896
Shanghainese,Desserts,0.0438558284154916
Desserts,Shanghainese,0.0438558284154916
Desserts,Brazilian,0.0430200297630633
Brazilian,Desserts,0.0430200297630633
Egyptian,Caribbean,0.0426664055637213
Caribbean,Egyptian,0.0426664055637213
Dominican,Turkish,0.0425746740200363
Turkish,Dominican,0.0425746740200363
Shanghainese,Specialty Food,0.04255344728143
Specialty Food,Shanghainese,0.04255344728143
Cafes,Ukrainian,0.0425333442335342
Ukrainian,Cafes,0.0425333442335342
Latin American,Ethnic Food,0.0424578536266862
Ethnic Food,Latin American,0.0424578536266862
Persian/Iranian,Filipino,0.0408174119146595
Filipino,Persian/Iranian,0.0408174119146595
Thai,Egyptian,0.0398405870438996
Egyptian,Thai,0.0398405870438996
Italian,Shanghainese,0.0393510021419861
Shanghainese,Italian,0.0393510021419861
Cuban,Ukrainian,0.0392305024496093
Ukrainian,Cuban,0.0392305024496093
Indonesian,Food Delivery Services,0.0390551188244073
Food Delivery Services,Indonesian,0.0390551188244073
Delis,Dominican,0.0389638310381505
Dominican,Delis,0.0389638310381505
Mediterranean,Bangladeshi,0.0386979944207861
Bangladeshi,Mediterranean,0.0386979944207861
Ukrainian,Bangladeshi,0.0386319890001088
Bangladeshi,Ukrainian,0.0386319890001088
Shanghainese,Arabian,0.0385582794690862
Arabian,Shanghainese,0.0385582794690862
Bangladeshi,Indonesian,0.0385471938707303
Indonesian,Bangladeshi,0.0385471938707303
Bangladeshi,Patisserie/Cake Shop,0.0383746826563737
Patisserie/Cake Shop,Bangladeshi,0.0383746826563737
Ukrainian,Live/Raw Food,0.0381411357073566
Live/Raw Food,Ukrainian,0.0381411357073566
Spanish,Taiwanese,0.038072399578023
Taiwanese,Spanish,0.038072399578023
Middle Eastern,Pizza,0.0369919932900179
Pizza,Middle Eastern,0.0369919932900179
Cafes,Dominican,0.0367587420364918
Dominican,Cafes,0.0367587420364918
Latin American,Desserts,0.0351837439215087
Desserts,Latin American,0.0351837439215087
Piano Bars,Dominican,0.0347347609114857
Dominican,Piano Bars,0.0347347609114857
Cambodian,Filipino,0.0345548358640382
Filipino,Cambodian,0.0345548358640382
Wine Bars,Taiwanese,0.0342182628723921
Taiwanese,Wine Bars,0.0342182628723921
