Account,Owner,City,State,Product,Product Family,Stage,Pipeline Amount,Source,Contract Amount,Stage Date/Close Date,Close Month,Close Quarter
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,1-Prospect,459408,Partner,,7/21/16,7,3
Gleason LLC,J. Coltrane,Vancouver,WA,Laptop-13,Laptop,1-Prospect,339845,Trade Show,,1/14/17,1,1
Gleason LLC,J. Coltrane,Knoxville,TN,Laptop-17,Laptop,1-Prospect,280617,Web,,5/19/16,5,2
Gleason LLC,J. Coltrane,Visalia,CA,Laptop-15,Laptop,1-Prospect,22640,Referral,,7/31/16,7,3
Gleason LLC,J. Coltrane,Topeka,KS,Laptop-13,Laptop,2-Needs Analysis,234199,Advertisement,,3/23/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,408559,Referral,,9/18/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,231131,Referral,,10/22/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,4-Negotiation,374470,Referral,,1/30/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,153037,Referral,,12/17/16,12,4
Gleason LLC,J. Coltrane,Saint Paul,MN,Laptop-17,Laptop,5-Closed Won,-247440,Referral,239162,8/12/16,8,3
Gleason LLC,J. Coltrane,Van Nuys,CA,Laptop-17,Laptop,2-Needs Analysis,346940,Referral,,11/7/16,11,4
Gleason LLC,J. Coltrane,Houston,TX,Laptop-17,Laptop,Closed Lost,-280032,Web,,6/19/16,6,2
Gleason LLC,J. Coltrane,Dallas,TX,Laptop-15,Laptop,2-Needs Analysis,426855,Web,,4/18/16,4,2
Gleason LLC,J. Coltrane,Hagerstown,MD,Laptop-13,Laptop,2-Needs Analysis,51653,Referral,,3/14/16,3,1
Gleason LLC,J. Coltrane,El Paso,TX,Laptop-17,Laptop,3-Proposal,405179,Referral,,6/18/16,6,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,155258,Trade Show,,12/30/16,12,4
Gleason LLC,J. Coltrane,Augusta,GA,Laptop-17,Laptop,1-Prospect,295320,Trade Show,,5/19/16,5,2
Gleason LLC,J. Coltrane,Gastonia,NC,Phone-2,Phone,4-Negotiation,307372,Trade Show,,11/19/16,11,4
Gleason LLC,J. Coltrane,Texarkana,TX,Laptop-15,Laptop,5-Closed Won,-126572,Referral,128388,1/26/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Tablet-10,Tablet,2-Needs Analysis,371307,Referral,,1/27/17,1,1
Zieme Inc,D. Gillespie,Fort Lauderdale,FL,Laptop-15,Laptop,2-Needs Analysis,63673,Web,,4/29/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,4-Negotiation,321188,Referral,,5/29/16,5,2
Zieme Inc,D. Gillespie,San Diego,CA,Tablet-8,Tablet,1-Prospect,41320,Web,,7/15/16,7,3
Gleason LLC,J. Coltrane,Odessa,TX,Laptop-17,Laptop,2-Needs Analysis,470601,Referral,,8/21/16,8,3
Gleason LLC,J. Coltrane,Norwalk,CT,Laptop-15,Laptop,1-Prospect,369444,Referral,,1/7/17,1,1
Gleason LLC,J. Coltrane,Odessa,TX,Laptop-17,Laptop,3-Proposal,402478,Referral,,11/7/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,180385,Advertisement,,3/25/16,3,1
Gleason LLC,J. Coltrane,Greenville,SC,Laptop-17,Laptop,1-Prospect,488048,Advertisement,,12/13/16,12,4
Gleason LLC,J. Coltrane,Greeley,CO,Laptop-13,Laptop,3-Proposal,24190,Referral,,4/11/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,358009,Referral,,9/14/16,9,3
Zieme Inc,D. Gillespie,Cleveland,OH,Laptop-17,Laptop,3-Proposal,113887,Trade Show,,12/30/16,12,4
Gleason LLC,J. Coltrane,Columbus,OH,Laptop-17,Laptop,1-Prospect,226765,Referral,,4/7/16,4,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,59303,Web,,12/5/16,12,4
Gleason LLC,J. Coltrane,Denver,CO,Laptop-17,Laptop,3-Proposal,55307,Referral,,3/24/16,3,1
Gleason LLC,J. Coltrane,Reno,NV,Laptop-17,Laptop,2-Needs Analysis,168438,Trade Show,,10/11/16,10,4
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,5-Closed Won,-458814,Web,149354,1/14/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,58089,Advertisement,,6/16/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,193328,Referral,,9/6/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,87829,Referral,,9/9/16,9,3
Gleason LLC,J. Coltrane,Huntington,WV,Laptop-17,Laptop,5-Closed Won,-264201,Referral,380654,10/21/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,423165,Referral,,9/12/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,4-Negotiation,316507,Web,,5/24/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,5-Closed Won,-381752,Referral,147909,12/11/16,12,4
Gleason LLC,J. Coltrane,South Lake Tahoe,CA,Laptop-17,Laptop,3-Proposal,191709,Referral,,4/13/16,4,2
Gleason LLC,J. Coltrane,Dayton,OH,Laptop-15,Laptop,2-Needs Analysis,210722,Advertisement,,12/27/16,12,4
Gleason LLC,J. Coltrane,Cincinnati,OH,Laptop-17,Laptop,2-Needs Analysis,218479,Referral,,3/15/16,3,1
Gleason LLC,J. Coltrane,Jacksonville,FL,Laptop-17,Laptop,2-Needs Analysis,215870,Referral,,9/28/16,9,3
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,1-Prospect,99913,Referral,,5/4/16,5,2
Gleason LLC,J. Coltrane,Washington,DC,Desktop-1,Desktop,1-Prospect,298535,Referral,,5/25/16,5,2
Gleason LLC,J. Coltrane,Des Moines,IA,Laptop-17,Laptop,4-Negotiation,116405,Referral,,9/22/16,9,3
Gleason LLC,J. Coltrane,Lincoln,NE,Laptop-15,Laptop,1-Prospect,428972,Referral,,10/10/16,10,4
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,4-Negotiation,401054,Referral,,11/28/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,2-Needs Analysis,412535,Referral,,8/15/16,8,3
Christiansen LLC,D. Ellington,Dallas,TX,Tablet-8,Tablet,1-Prospect,56834,Web,,1/6/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,4-Negotiation,91761,Referral,,7/23/16,7,3
Gleason LLC,J. Coltrane,Roanoke,VA,Laptop-17,Laptop,1-Prospect,183020,Web,,1/15/17,1,1
Gleason LLC,J. Coltrane,Chicago,IL,Laptop-17,Laptop,5-Closed Won,-341358,Referral,322538,2/26/16,2,1
Walsh and Sons,C. Parker,Houston,TX,Laptop-17,Laptop,1-Prospect,96592,Advertisement,,4/2/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,5-Closed Won,-295553,Web,463091,9/24/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,117627,Referral,,2/1/16,2,1
Gleason LLC,J. Coltrane,Fort Worth,TX,Laptop-13,Laptop,1-Prospect,438229,Web,,7/9/16,7,3
Gleason LLC,J. Coltrane,Jefferson City,MO,Laptop-15,Laptop,1-Prospect,76144,Referral,,2/15/16,2,1
Zieme Inc,D. Gillespie,Houston,TX,Laptop-15,Laptop,2-Needs Analysis,197779,Web,,5/6/16,5,2
Gleason LLC,J. Coltrane,Fresno,CA,Laptop-17,Laptop,1-Prospect,181878,Advertisement,,4/18/16,4,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,478367,Web,,11/6/16,11,4
Zieme Inc,D. Gillespie,Brooklyn,NY,Laptop-17,Laptop,4-Negotiation,310973,Partner,,8/4/16,8,3
Gleason LLC,J. Coltrane,Norfolk,VA,Laptop-17,Laptop,1-Prospect,325934,Advertisement,,11/30/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,1-Prospect,61693,Referral,,8/2/16,8,3
Gleason LLC,J. Coltrane,Houston,TX,Laptop-17,Laptop,2-Needs Analysis,316013,Web,,4/5/16,4,2
Zieme Inc,D. Gillespie,Tulsa,OK,Laptop-17,Laptop,1-Prospect,496191,Web,,12/18/16,12,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,3-Proposal,144073,Web,,7/17/16,7,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,4-Negotiation,234959,Partner,,12/24/16,12,4
Gleason LLC,J. Coltrane,Sioux City,IA,Laptop-15,Laptop,1-Prospect,204691,Referral,,5/25/16,5,2
Gleason LLC,J. Coltrane,Phoenix,AZ,Laptop-15,Laptop,3-Proposal,376481,Referral,,8/23/16,8,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,1-Prospect,76745,Trade Show,,1/16/17,1,1
Zieme Inc,D. Gillespie,Wichita,KS,Laptop-15,Laptop,1-Prospect,199220,Partner,,11/7/16,11,4
Gleason LLC,J. Coltrane,New Orleans,LA,Tablet-10,Tablet,1-Prospect,323395,Web,,11/3/16,11,4
Zieme Inc,D. Gillespie,Midland,TX,Laptop-17,Laptop,1-Prospect,30850,Trade Show,,10/2/16,10,4
Gleason LLC,J. Coltrane,Atlanta,GA,Laptop-17,Laptop,4-Negotiation,6734,Advertisement,,12/10/16,12,4
Valenzuela Inc,B. Holiday,Miami,FL,Tablet-8,Tablet,2-Needs Analysis,381191,Referral,,10/13/16,10,4
Gleason LLC,J. Coltrane,Richmond,VA,Laptop-17,Laptop,2-Needs Analysis,348613,Trade Show,,8/3/16,8,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,50879,Trade Show,,6/13/16,6,2
Gleason LLC,J. Coltrane,New York City,NY,Laptop-17,Laptop,1-Prospect,198796,Referral,,8/22/16,8,3
Zieme Inc,D. Gillespie,Columbus,MS,Tablet-8,Tablet,1-Prospect,169350,Referral,,6/29/16,6,2
Gleason LLC,J. Coltrane,Madison,WI,Laptop-15,Laptop,1-Prospect,422081,Referral,,12/4/16,12,4
Gleason LLC,J. Coltrane,Boise,ID,Laptop-15,Laptop,2-Needs Analysis,484554,Referral,,6/12/16,6,2
Gleason LLC,J. Coltrane,Oklahoma City,OK,Laptop-15,Laptop,1-Prospect,86855,Referral,,3/23/16,3,1
Gleason LLC,J. Coltrane,Philadelphia,PA,Laptop-15,Laptop,1-Prospect,380516,Referral,,1/29/17,1,1
Gleason LLC,J. Coltrane,Decatur,IL,Laptop-17,Laptop,1-Prospect,84890,Web,,2/4/16,2,1
Gleason LLC,J. Coltrane,Clearwater,FL,Tablet-8,Tablet,1-Prospect,118364,Referral,,4/17/16,4,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,4-Negotiation,486298,Trade Show,,6/14/16,6,2
Gleason LLC,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,236089,Referral,,7/23/16,7,3
Gleason LLC,J. Coltrane,Crawfordsville,IN,Laptop-13,Laptop,1-Prospect,252688,Referral,,9/10/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,111617,Referral,,11/4/16,11,4
Gleason LLC,J. Coltrane,Norcross,GA,Laptop-15,Laptop,2-Needs Analysis,109913,Referral,,1/23/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,2-Needs Analysis,230980,Trade Show,,10/26/16,10,4
Gleason LLC,J. Coltrane,Lexington,KY,Laptop-17,Laptop,1-Prospect,10213,Web,,3/25/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,2-Needs Analysis,162408,Referral,,7/15/16,7,3
Zieme Inc,D. Gillespie,Camden,NJ,Laptop-17,Laptop,2-Needs Analysis,167230,Partner,,4/15/16,4,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,233992,Web,,12/31/16,12,4
Gleason LLC,J. Coltrane,Sacramento,CA,Laptop-17,Laptop,1-Prospect,6345,Web,,9/7/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,159849,Referral,,10/27/16,10,4
Gleason LLC,J. Coltrane,Rochester,NY,Laptop-15,Laptop,1-Prospect,216997,Advertisement,,1/11/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,138656,Referral,,12/17/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,261602,Web,,12/26/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,421288,Partner,,6/5/16,6,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,351416,Referral,,9/27/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,4-Negotiation,478133,Referral,,12/3/16,12,4
Gleason LLC,J. Coltrane,Greenville,SC,Laptop-17,Laptop,Closed Lost,-389488,Referral,,8/12/16,8,3
Gleason LLC,J. Coltrane,Charlotte,NC,Laptop-15,Laptop,1-Prospect,451132,Referral,,7/21/16,7,3
Gleason LLC,J. Coltrane,San Jose,CA,Laptop-15,Laptop,1-Prospect,295249,Referral,,3/11/16,3,1
Zieme Inc,D. Gillespie,Denton,TX,Laptop-17,Laptop,4-Negotiation,438466,Referral,,5/5/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,282335,Web,,8/6/16,8,3
Gleason LLC,J. Coltrane,Omaha,NE,Laptop-15,Laptop,4-Negotiation,131024,Referral,,12/3/16,12,4
Gleason LLC,J. Coltrane,Orange,CA,Laptop-17,Laptop,1-Prospect,41647,Referral,,7/25/16,7,3
Gleason LLC,J. Coltrane,Sacramento,CA,Laptop-13,Laptop,1-Prospect,101735,Trade Show,,11/9/16,11,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,387787,Web,,7/17/16,7,3
Gleason LLC,J. Coltrane,Akron,OH,Tablet-8,Tablet,1-Prospect,213967,Referral,,9/15/16,9,3
 Daugherty and Daugherty,M. Roach,Baltimore,MD,Laptop-17,Laptop,Closed Lost,-147942,Referral,,6/14/16,6,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,467383,Referral,,10/24/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,4-Negotiation,497018,Referral,,1/5/17,1,1
Gleason LLC,J. Coltrane,Minneapolis,MN,Tablet-10,Tablet,4-Negotiation,117854,Web,,12/7/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,150115,Referral,,11/6/16,11,4
Auer Inc,J. Coltrane,Reno,NV,Laptop-17,Laptop,3-Proposal,234013,Referral,,3/16/16,3,1
Gleason LLC,J. Coltrane,Lees Summit,MO,Laptop-15,Laptop,1-Prospect,35271,Web,,1/18/17,1,1
Gleason LLC,J. Coltrane,Jacksonville,FL,Laptop-17,Laptop,2-Needs Analysis,485034,Referral,,4/8/16,4,2
Gleason LLC,J. Coltrane,Houston,TX,Laptop-15,Laptop,2-Needs Analysis,41588,Web,,4/29/16,4,2
Gleason LLC,J. Coltrane,Milwaukee,WI,Laptop-15,Laptop,4-Negotiation,279300,Referral,,8/13/16,8,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,4-Negotiation,48665,Web,,4/17/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,47124,Referral,,12/10/16,12,4
Crona and Sons,B. Goodman,Oklahoma City,OK,Laptop-13,Laptop,1-Prospect,409543,Web,,9/12/16,9,3
Zieme Inc,D. Gillespie,Columbus,OH,Laptop-15,Laptop,5-Closed Won,-227686,Web,250691,3/4/16,3,1
Gleason LLC,J. Coltrane,Las Vegas,NV,Laptop-17,Laptop,1-Prospect,279526,Web,,7/27/16,7,3
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,1-Prospect,243403,Referral,,4/23/16,4,2
Gleason LLC,J. Coltrane,Memphis,TN,Laptop-15,Laptop,1-Prospect,69889,Advertisement,,3/30/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,3-Proposal,150459,Referral,,10/25/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,237951,Advertisement,,7/16/16,7,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,354415,Web,,12/14/16,12,4
Gleason LLC,J. Coltrane,Macon,GA,Laptop-13,Laptop,1-Prospect,325224,Web,,8/11/16,8,3
Zieme Inc,D. Gillespie,Portland,OR,Laptop-15,Laptop,4-Negotiation,152239,Web,,10/14/16,10,4
Gleason LLC,J. Coltrane,Littleton,CO,Laptop-17,Laptop,4-Negotiation,217027,Web,,10/19/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,491003,Referral,,8/26/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,344219,Referral,,5/28/16,5,2
Gleason LLC,J. Coltrane,Greenville,SC,Laptop-17,Laptop,1-Prospect,410741,Referral,,11/9/16,11,4
Gleason LLC,J. Coltrane,Cambridge,MA,Laptop-17,Laptop,3-Proposal,31759,Referral,,10/28/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,4-Negotiation,301262,Referral,,12/25/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,Closed Lost,-321268,Trade Show,,8/4/16,8,3
Gleason LLC,J. Coltrane,Atlanta,GA,Laptop-17,Laptop,1-Prospect,55461,Web,,3/19/16,3,1
Gleason LLC,J. Coltrane,Tucson,AZ,Laptop-13,Laptop,2-Needs Analysis,290701,Referral,,2/1/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,5-Closed Won,-88331,Referral,151171,11/2/16,11,4
Gleason LLC,J. Coltrane,Laredo,TX,Laptop-13,Laptop,1-Prospect,64027,Referral,,10/28/16,10,4
Gleason LLC,J. Coltrane,Hartford,CT,Laptop-17,Laptop,2-Needs Analysis,215562,Web,,2/28/16,2,1
Gleason LLC,J. Coltrane,Reno,NV,Laptop-13,Laptop,Closed Lost,-115265,Partner,,9/25/16,9,3
Gleason LLC,J. Coltrane,Louisville,KY,Laptop-17,Laptop,1-Prospect,199267,Web,,5/26/16,5,2
Gleason LLC,J. Coltrane,Huntington,WV,Laptop-17,Laptop,1-Prospect,129934,Web,,5/9/16,5,2
Gleason LLC,J. Coltrane,Charlotte,NC,Tablet-8,Tablet,2-Needs Analysis,424927,Referral,,5/30/16,5,2
 Daugherty and Daugherty,M. Roach,North Hollywood,CA,Laptop-17,Laptop,1-Prospect,297182,Advertisement,,7/23/16,7,3
Gleason LLC,J. Coltrane,Glendale,AZ,Laptop-17,Laptop,1-Prospect,460350,Referral,,4/9/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,51759,Referral,,9/9/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,455016,Referral,,12/14/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,315578,Referral,,12/26/16,12,4
Gleason LLC,J. Coltrane,San Antonio,TX,Laptop-13,Laptop,1-Prospect,460287,Partner,,5/12/16,5,2
Gleason LLC,J. Coltrane,Cincinnati,OH,Laptop-17,Laptop,2-Needs Analysis,443483,Referral,,6/27/16,6,2
Gleason LLC,J. Coltrane,Montgomery,AL,Laptop-17,Laptop,1-Prospect,15429,Referral,,12/13/16,12,4
Gleason LLC,J. Coltrane,Pensacola,FL,Laptop-17,Laptop,3-Proposal,92833,Referral,,3/13/16,3,1
Gleason LLC,J. Coltrane,Shawnee Mission,KS,Laptop-17,Laptop,4-Negotiation,85320,Referral,,9/30/16,9,3
Gleason LLC,J. Coltrane,Saint Louis,MO,Laptop-15,Laptop,4-Negotiation,107488,Web,,5/9/16,5,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,197607,Referral,,11/14/16,11,4
Gleason LLC,J. Coltrane,Scottsdale,AZ,Laptop-15,Laptop,2-Needs Analysis,257043,Referral,,9/12/16,9,3
Gleason LLC,J. Coltrane,Charlottesville,VA,Tablet-10,Tablet,2-Needs Analysis,174343,Web,,7/1/16,7,3
Gleason LLC,J. Coltrane,Camden,NJ,Laptop-15,Laptop,4-Negotiation,225362,Referral,,6/14/16,6,2
Gleason LLC,J. Coltrane,London,KY,Tablet-8,Tablet,1-Prospect,418232,Referral,,2/4/16,2,1
Gleason LLC,J. Coltrane,Wichita,KS,Laptop-17,Laptop,1-Prospect,18164,Trade Show,,7/5/16,7,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,242365,Referral,,1/15/17,1,1
Gleason LLC,J. Coltrane,El Paso,TX,Laptop-13,Laptop,2-Needs Analysis,445354,Referral,,7/2/16,7,3
Gleason LLC,J. Coltrane,Dallas,TX,Laptop-15,Laptop,1-Prospect,179318,Web,,12/24/16,12,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,2-Needs Analysis,240836,Web,,6/30/16,6,2
Gleason LLC,J. Coltrane,Sacramento,CA,Laptop-15,Laptop,1-Prospect,353700,Referral,,4/28/16,4,2
Gleason LLC,J. Coltrane,Shawnee Mission,KS,Laptop-17,Laptop,2-Needs Analysis,362982,Referral,,8/9/16,8,3
Gleason LLC,J. Coltrane,Ogden,UT,Laptop-17,Laptop,1-Prospect,282145,Web,,12/27/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,4-Negotiation,189644,Referral,,7/7/16,7,3
Gleason LLC,J. Coltrane,Huntington,WV,Laptop-13,Laptop,4-Negotiation,196760,Referral,,3/27/16,3,1
Zieme Inc,D. Gillespie,Dayton,OH,Laptop-17,Laptop,3-Proposal,197249,Web,,8/15/16,8,3
Gleason LLC,J. Coltrane,Houston,TX,Laptop-17,Laptop,1-Prospect,446713,Referral,,12/6/16,12,4
Gleason LLC,J. Coltrane,Portland,OR,Laptop-15,Laptop,2-Needs Analysis,202343,Partner,,11/22/16,11,4
Dooley Group,J. Coltrane,Chicago,IL,Tablet-10,Tablet,1-Prospect,22974,Referral,,8/5/16,8,3
Gleason LLC,J. Coltrane,Fort Worth,TX,Laptop-13,Laptop,1-Prospect,464685,Trade Show,,6/6/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,482343,Web,,1/9/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,375476,Web,,5/15/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,4-Negotiation,367889,Referral,,8/16/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,297875,Referral,,6/1/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,267337,Referral,,9/20/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,391689,Trade Show,,5/19/16,5,2
Gleason LLC,J. Coltrane,Richmond,CA,Laptop-13,Laptop,1-Prospect,22157,Web,,8/28/16,8,3
Gleason LLC,J. Coltrane,Boise,ID,Laptop-15,Laptop,1-Prospect,147270,Web,,3/11/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,19017,Advertisement,,1/16/17,1,1
Gleason LLC,J. Coltrane,Glendale,CA,Laptop-15,Laptop,1-Prospect,52039,Partner,,5/9/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,83992,Referral,,6/27/16,6,2
Auer Inc,J. Coltrane,Reno,NV,Laptop-17,Laptop,2-Needs Analysis,323367,Referral,,5/12/16,5,2
Crona and Sons,B. Goodman,Beaverton,OR,Tablet-10,Tablet,2-Needs Analysis,312948,Referral,,5/11/16,5,2
Zieme Inc,D. Gillespie,Minneapolis,MN,Laptop-13,Laptop,2-Needs Analysis,121126,Trade Show,,4/24/16,4,2
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,1-Prospect,416333,Referral,,8/10/16,8,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,270290,Referral,,3/26/16,3,1
Zieme Inc,D. Gillespie,Fort Pierce,FL,Tablet-8,Tablet,1-Prospect,200501,Referral,,7/27/16,7,3
Gleason LLC,J. Coltrane,Portland,OR,Laptop-13,Laptop,4-Negotiation,410924,Advertisement,,4/8/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,349863,Partner,,6/26/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,368202,Referral,,5/16/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,302374,Web,,11/10/16,11,4
Gleason LLC,J. Coltrane,San Antonio,TX,Laptop-13,Laptop,1-Prospect,45927,Partner,,11/21/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Tablet-8,Tablet,1-Prospect,173628,Referral,,12/11/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,4-Negotiation,152589,Referral,,5/22/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,4-Negotiation,227882,Advertisement,,6/2/16,6,2
Gleason LLC,J. Coltrane,San Antonio,TX,Laptop-17,Laptop,3-Proposal,46180,Referral,,11/20/16,11,4
Gleason LLC,J. Coltrane,Portland,OR,Laptop-17,Laptop,1-Prospect,44919,Referral,,7/15/16,7,3
Gleason LLC,J. Coltrane,Minneapolis,MN,Laptop-15,Laptop,1-Prospect,16866,Trade Show,,7/19/16,7,3
Gleason LLC,J. Coltrane,Brea,CA,Laptop-15,Laptop,1-Prospect,452508,Partner,,12/3/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,323410,Trade Show,,9/20/16,9,3
Gleason LLC,J. Coltrane,Irvine,CA,Laptop-17,Laptop,2-Needs Analysis,46373,Referral,,11/10/16,11,4
Gleason LLC,J. Coltrane,Saint Louis,MO,Laptop-17,Laptop,1-Prospect,180105,Partner,,5/24/16,5,2
Gleason LLC,J. Coltrane,Milwaukee,WI,Laptop-17,Laptop,1-Prospect,485991,Web,,2/12/16,2,1
Gleason LLC,J. Coltrane,Shawnee Mission,KS,Laptop-17,Laptop,2-Needs Analysis,81269,Web,,10/24/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,420907,Trade Show,,1/29/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,375209,Referral,,8/8/16,8,3
