name,latitude_deg,longitude_deg,iso_country,municipality,elevation_ft
Briggs Field,32.3213996887207,-81.42669677734375,US,Guyton,78
Richards Airport,33.07929992675781,-85.03160095214844,US,Lagrange,650
Townsend Air Strip,31.54330062866211,-81.53479766845703,US,Townsend,26
Bivins Airport,31.185199737548828,-82.27349853515625,US,Waycross,134
Mclendon Airport,31.586111,-84.790556,US,Edison,360
Thistle Field,32.92789840698242,-84.14129638671875,US,Yatesville,730
Dream Team Airport,33.59749984741211,-83.5177993774414,US,Madison,604
Rollins STOLport,33.815101623535156,-84.37190246582031,US,Atlanta,810
Antique Acres Airport,33.100101470947266,-84.05850219726562,US,Barnesville,800
Kenley Field,33.26900100708008,-84.49710083007812,US,Brooks,780
Cedar Ridge Airport,33.25510025024414,-84.40019989013672,US,Griffin,820
Byromville Aerodrome,32.179298400878906,-83.89990234375,US,Byromville,354
Mercer Airfield,34.4370002746582,-84.9197006225586,US,Calhoun,660
King Sky Ranch Airport,34.7681999206543,-83.59290313720703,US,Clarkesville,1840
Flying 'H' Ranch Airport,33.11479949951172,-84.4490966796875,US,Concord,800
Pratermill Flight Park Airport,34.88169860839844,-84.88970184326172,US,Dalton,780
Shade Tree Airport,33.161800384521484,-84.45330047607422,US,Concord,850
Takle Field,33.04180145263672,-84.41239929199219,US,Concord,850
Meadowlark Airport,33.08729934692383,-84.40519714355469,US,Concord,784
Broken Ranch Airport,33.15489959716797,-83.8988037109375,US,Forsyth,620
Wallace Field,34.135799407958984,-85.11219787597656,US,Rome,810
Dresden Airport,33.34479904174805,-84.91130065917969,US,Newnan,800
Whispering Pines Airport,33.78229904174805,-83.98880004882812,US,Conyers,940
Cameron Field,32.54779815673828,-83.82689666748047,US,Ft Valley,380
Morgan Farm Field,33.59590148925781,-83.8041000366211,US,Covington,700
Windy Hill Airport,33.54679870605469,-83.80549621582031,US,Covington,740
Little Tobesofkee Creek Ranch Airport,32.9838981628418,-84.09559631347656,US,Barnesville,755
High Valley Airpark,34.69810104370117,-84.01270294189453,US,Suches,2800
Wade Plantation Airport,32.97710037231445,-81.53620147705078,US,Sylvania,146
Diamond S Airport,33.475799560546875,-84.27690124511719,US,Lovejoy,910
Walker Field,33.45209884643555,-84.4094009399414,US,Fayetteville,875
Adams Airport,33.397098541259766,-84.46019744873047,US,Fayetteville,885
Beck Field,33.51940155029297,-84.51439666748047,US,Fayetteville,990
Bishops Airport,33.4453010559082,-84.40670013427734,US,Fayetteville,870
Mc Lendon Airport,33.491500854499996,-84.489402771,US,Fayetteville,900
Coleman Field,33.52619934082031,-84.502197265625,US,Fayetteville,1010
Grayhill Airport,32.9489021301,-85.05052948,US,LaGrange,750
Miami Valley Farm Airport,32.54880142211914,-83.80180358886719,US,Fort Valley,468
Ansongo Airport,15.699999809265137,0.5,ML,Ansongo,853
Gabbs Airport,38.924098968500005,-117.958999634,US,Gabbs,4700
Bandiagara Airport,14.333000183105469,-3.5999999046325684,ML,Bandiagara,1312
Bafoulabe Airport,13.8000001907,-10.850000381500001,ML,Bafoulabe,380
Bougouni Airport,11.449999809265137,-7.517000198364258,ML,Bougouni,1139
Bourem Airport,17.033000946044922,-0.4000000059604645,ML,Bourem,941
Senou Airport,12.533499717712402,-7.949940204620361,ML,Senou,1247
Dioila Airport,12.5,-6.800000190734863,ML,Dioila,1050
Douentza Airport,15,-2.9170000553131104,ML,Douentza,984
Faladie Airport,13.149999618530273,-8.333000183105469,ML,Faladie,1115
Goundam Airport,16.361400604248047,-3.599720001220703,ML,Goundam,866
Gao Airport,16.24839973449707,-0.005456000100821257,ML,,870
Kenieba Airport,12.833000183105469,-11.25,ML,Kenieba,449
Kidal Airport,18.4330005646,1.4170000553100002,ML,Kidal,1496
Ke-Macina Airport,13.967000007629395,-5.382999897003174,ML,Ke-Macina,902
Kolokani Airport,13.532999992370605,-8.050000190734863,ML,Kolokani,1457
Koutiala Airport,12.383000373840332,-5.4670000076293945,ML,Koutiala,1240
Kita Airport,13.067000389099121,-9.482999801635742,ML,Kita,1122
Kayes Dag Dag Airport,14.481200218200684,-11.404399871826172,ML,,164
Markala Airport,13.699999809265137,-6.066999912261963,ML,Markala,1251
Mopti Airport,14.5128002167,-4.0795598030099995,ML,,906
Menaka Airport,15.850000381500001,2.4330000877400004,ML,Menaka,899
Niafunke Airport,15.932999610900879,-4.017000198364258,ML,Niafunke,866
Nara Airport,15.217000007629395,-7.267000198364258,ML,Nara,889
Nioro du Sahel Airport,15.238100051879883,-9.576109886169434,ML,Nioro du Sahel,778
Sikasso Airport,11.333000183105469,-5.699999809265137,ML,Sikasso,1378
Dignangan Airport,11.597999572753906,-5.799709796905518,ML,,1301
Timbuktu Airport,16.730499267578125,-3.007580041885376,ML,Timbuktu,863
Tessalit Airport,20.243000030517578,0.9773079752922058,ML,,1621
Yélimané Airport,15.133000373840332,-10.567000389099121,ML,Yélimané,325
Guasopa Airport,-9.225918,152.944352,PG,Woodlark (Muyua) Island,10
Fishburn Airfield,54.686798095703125,-1.4583100080490112,GB,Sedgefield,377
Kirkbride Airfield,54.881999969482,-3.2005999088287,GB,Kirkbride,16
Draycott Farm,51.4934005737,-1.74381995201,GB,Swindon,498
Enstone Aerodrome,51.928166666699994,-1.4285,GB,Oxfordshire,550
Causeway Airfield,55.05811,-6.5834,GB,Coleraine,33
Aboyne Airfield,57.0755555556,-2.83944444444,GB,Aboyne,463
Spanhoe,52.5582207203,-0.62019109726,GB,,0
Aston Down Airfield,51.7080555556,-2.13055555556,GB,Minchinhampton,598
Benone Strand/Londerry Airfield,55.166666666699996,-6.85916666667,GB,Benone,4
Bidford Airfield,52.1377777778,-1.85027777778,GB,Bidford on Avon,131
Blease Hall,54.2936111111,-2.69361111111,GB,Old Hutton,315
Brent Tor Airfield,50.5925,-4.14527777778,GB,Tavistock,851
Bryngwyn Bach Airfield,53.27,-3.35611111111,GB,Rhuallt,650
Burn Airfield,53.745833333300006,-1.08444444444,GB,Selby,25
Camphill Airfield,53305,-1.73138888889,GB,Great Hucklow,1300
Carlton Moor Airfield,54.4111111111,-1.20055555556,GB,Ashbourne,1234
Bristol and Gloucestershire Gliding Club,51.713682,-2.283697,GB,,0
Shenstone Flying Strip,52.640056,-1.823226,GB,,0
Croft Farm Airfield,52.0856666667,-2.13572222222,GB,Defford,66
Dorset Gliding Club (Eyres Field),50.7089333442,-2.21949577332,GB,,100
Newton Peveril Airfield,50.7950039633,-2.09641456604,GB,,120
Stancombe Farm Airstrip (Private),50.7245301059,-2.6344656944300002,GB,Litton Cheney,0
Bedford Aerodrome,52.2308485669,-0.462455749512,GB,Bedford,273
Middle Pymore Farm Airstrip (Private),50.7512824893,-2.75954246521,GB,Pymore Bridport,0
Bath Wilts & North Dorset Gliding Club,51.12889923349999,-2.2460174560499997,GB,Kingston Deverill,0
Heywood Farm Airstrip,51.003871789499996,-3.24156761169,GB,Taunton,217
Measham Cottage Farm Airstrip,52.6698570107,-1.52065694332,GB,,0
Old Park Farm Airstrip,51.547269127499995,-3.71732711792,GB,Port Talbot,0
Naps Field Airstrip,51.6561046112,0.418510437012,GB,Billericay,0
Whit Ox Mead Airstrip,51.319830899,-2.4008560180700003,GB,Peasdown st John,0
Eshott Airfield,55.2804841148,-1.71489715576,GB,Eshott,197
Lower Upham Airfield,50.972508101500004,-1.24849319458,GB,Bishops Waltham,0
Lower Upham Airfield,50.972508101500004,-1.24849319458,GB,,0
Lower Upham Farm Airfield,51.4966945187,-1.71270847321,GB,Malborough,450
Clench Common Airfield,51.38994074789999,-1.73352241516,GB,Malborough,623
Keyston Airfield,52.367424311,-0.47833442688,GB,Huntingdon,230
Cromer/Northrepps Aerodrome,52.893807,1.32106,GB,Cromer,181
Easter Airfield,57.7541901886,-3.9422893524199996,GB,Fearn,22
Bowerswaine Farm Airfield,50.8898779146,-1.98431968689,GB,Wimbourne,135
Wing Farm Airfield,51.1634405793,-2.20859527588,GB,Longbridge Deveril,435
Colemore Farm Airfield,51.0609257603,-1.0107421875,GB,Faringdon,610
Eggesford Airfield,50.866929123,-3.86366844177,GB,Chulmleigh,576
Lower Manor Farm Airstrip,50.6277138302,-2.51767158508,GB,Chickerell,0
Yatesbury Airfield,51.4319391135,-1.9127368927,GB,Malborough,525
Milton Airfield,52.5840688827,-0.32735824585,GB,Peterborough,150
Roche Barton Farm Airstrip,50.422655554,-4.81600284576,GB,,470
Walton Wood Airfield,53.6307962719,-1.26145362854,GB,Wrangbrook,180
Boston Aerodrome,52.9745654966,-0.0707674026489,GB,Boston,10
Coal Ashton Airfield,53.3047749419,-1.42985343933,GB,Dronfield,750
Porthtowan Airfield,50.284211608300005,-5.2298784256,GB,Porthtowan,0
Manstage Airfield,50.725969963199994,-4.11871433258,GB,Oakhampton,800
Branscombe Airfield,50.697959515899996,-3.15502882004,GB,Branscombe,500
Fairway Common Airfield,50.7371069874,-3.17925453186,GB,,771
Ashcroft Airfield,53.1644238046,-2.57217407227,GB,Winsford,150
Audley End Airfield,52.009136535699994,0.224275588989,GB,Safron Waldon,283
Breighton Airfield,53.802399639899996,-0.91596364975,GB,Breighton,163
Canterbury Airfield,51.2918749964,0.999584197998,GB,Canterbury,300
Gigha Airfield,55.6551708463,-5.75503349304,GB,Gigha Island,35
Egerton Airfield,51.1913670406,0.6884908676150001,GB,Egerton,150
Hoy/Longhope Airfield,58.791778932099994,-3.2160758972199996,GB,Orkney Isle,30
High Easter Airfield,51.8062266163,0.34083366394,GB,High Easter,0
Hibaldstow Airfield,53.4956029923,-0.517730712891,GB,Hibaldstow,30
Hinton-in-the-Hedges Airfield,52.028717,-1.207157,GB,Hinton-in-the-Hedges,505
Elvington Airfield,53.9231444281,-0.991344451904,GB,York,48
Elvington Airfield,53.9231444281,-0.991344451904,GB,York,0
Finmere Aerodrome,51.984985860799995,-1.06515884399,GB,Buckingham,0
Great Massingham Airfield,52.7817928573,0.679607391357,GB,,0
Mashland Airfield,52.640485389599995,0.291835069656,GB,Wisbech,-6
RNAS Arbroath / HMS Condor / RM Condor,56.581044590699996,-2.61560440063,GB,,161
Redlands airfield,51.5608333333,-1.70444444444,GB,"Swindon, Wiltshire, UK",320
RAF Boulmer,55.4083094055,-1.59722328186,GB,Northumberland,50
Rougham Airfield / RAF Bury St Edmunds,52.2458284068,0.7677555084230001,GB,Suffolk,0
Knockrome Airstrip,55.8724818818,-5.9216308593800004,GB,,0
Oxenhope Airfield,53.8137714845,-1.9334435463,GB,Oxenhope,1080
Chiltern Park Aerodrome,51.550392,-1.101773,GB,,180
Glassonby Airfield,54.737994,-2.651861,GB,,0
Berrier Airstrip,54.656504,-2.93365,GB,,0
Bedlands Gate airstrip,54.570822,-2.671125,GB,,0
Plumpton airstrip,54.760443753357,-2.7933389672626,GB,,0
Lingcroft Grass Airstrip,54.591769131558,-3.4330296509456,GB,,0
Dornoch Airport,57.8689994812,-4.02299976349,GB,Dornoch,1
Flotta Isle Airport,58.825801849365,-3.1427800655365,GB,Flotta Isle,50
Foula Airport,60.120998382568,-2.0520000457764,GB,Foula,0
Outer Skerries Airport,60.4252,-0.75,GB,Grunay Island,76
Papa Stour Airport,60.321701049805,-1.6930600404739,GB,Papa Stour Island,0
Glenforsa Airfield,56.517501831055,-5.9141697883606,GB,Glenforsa,15
Banjul International Airport,13.338000297546387,-16.65220069885254,GM,Banjul,95
Fuerteventura Airport,28.452699661254883,-13.863800048828125,ES,Fuerteventura Island,85
La Gomera Airport,28.029600143432617,-17.214599609375,ES,"Alajero, La Gomera Island",716
Hierro Airport,27.814800262451172,-17.887100219726562,ES,El Hierro Island,103
La Palma Airport,28.62649917602539,-17.755599975585938,ES,"Sta Cruz de la Palma, La Palma Island",107
El Berriel Aeroc Airport,27.782499313354492,-15.507200241088867,ES,Gran Canaria Island,20
Gran Canaria Airport,27.931900024414062,-15.38659954071045,ES,Gran Canaria Island,78
Lanzarote Airport,28.945499420166016,-13.605199813842773,ES,Lanzarote Island,46
Tenerife South Airport,28.044500351,-16.5725002289,ES,Tenerife Island,209
Gravatai Airport,-29.9494,-50.98505,BR,Gravatai,25
Tenerife Norte Airport,28.482700347900003,-16.3414993286,ES,Tenerife Island,2076
Grundy Municipal Airport,37.2323989868,-82125,US,Grundy,2304
Kobuleti Airfield,41.840599060058594,41.799461364746094,GE,,0
Ozurgeti Air Base,41.929100036621094,41.86349868774414,GE,Ozurgeti,0
Poti East Airport,42.1629024102,41.7058074474,GE,Poti,3
Senaki Air Base,42.2403057198,42.0454931259,GE,Senaki,0
Lagodekhi Airfield,41.8150179007,46.234159469599994,GE,,0
Nataxtari Airfield,41923,44.72,GE,,0
Mestia Airport,43.068480208699995,42.754240036,GE,Mestia,0
Pskhu,43.3666666667,40.816666666699994,GE,,0
Christians Folly Airport,30.91900062561035,-83.06880187988281,US,Naylor,208
Mclendon Field,32.666944,-84.965556,US,Mulberry Grove,650
Gibson Field,34.6156005859375,-85.34310150146484,US,Lafayette,750
Hogjowl Airport,34.60580062866211,-85.46189880371094,US,Layfayette,1790
Richter Airpark,31.748600006103516,-83.57360076904297,US,Ashburn,357
Winge Farms Airport,32.1935997009,-82.2906036377,US,Lyons,195
Hutto Farm Airport,32.68330001831055,-83.85690307617188,US,Fort Valley,620
Duke Strip 2,32.381667,-83.059722,US,Dublin,340
Smith Field,32.60219955444336,-83.75420379638672,US,Byron,475
Sandy Hill Airport,33.221099853515625,-81.99530029296875,US,Waynesboro,310
River Bend Airport,33.304444,-84.136667,US,Locust Grove,718
Southern Oaks Airport,33.731389,-83.469722,US,Bostwick,121
Heaven's Landing Airport,34.914398193400004,-83.4597015381,US,Clayton,2724
Melilla Airport,35.279800415,-2.9562599659,ES,Melilla,156
Gewoia Airport,-9.2263,148.4949,PG,Gewoia,340
Kourou airport,5.173719882965088,-52.69150161743164,GF,Kourou,47
Ouanary Airport,4.210090160369873,-51.667701721191406,GF,Ouanary,40
Sherbro International Airport,7.5324201583862305,-12.518899917602539,SL,Bonthe,14
Bo Airport,7.944399833679199,-11.76099967956543,SL,Bo,328
Pope Field,39.790298461899994,-85.7360992432,US,Greenfield,895
Gbangbatok Airport,7.767000198364258,-12.383000373840332,SL,Gbangbatok,75
Hastings Airport,8.397130012512207,-13.12909984588623,SL,Freetown,60
Kabala Airport,9.638322913429999,-11.5155601501,SL,Kabala,1012
Kenema Airport,7.891290187835693,-11.176600456237793,SL,Kenema,485
Lungi International Airport,8.616439819335938,-13.195500373840332,SL,Freetown,84
Tongo Airport,8.217000007629395,-11.067000389099121,SL,Tongo,750
Yengema Airport,8.610469818115234,-11.04539966583252,SL,Yengema,1300
Quebo Airport,11.535599708557129,-14.762299537658691,GW,Quebo,165
Bafatá Airport,12.166666984558105,-14.666666984558105,GW,Bafatá,0
Bubaque Airport,11.297355651855469,-15.838079452514648,GW,Bubaque,0
Cufar Airport,11.2878999710083,-15.180500030517578,GW,Cufar,65
Osvaldo Vieira International Airport,11.894800186157227,-15.65369987487793,GW,Bissau,129
Garachiné Airport,8.0644,-78.3673,PA,Garachiné,42
Black Diamond/Flying R Ranch Airport,50645,-114203,CA,,4060
NEEM Camp Skiway,79.45,-51006,GL,,0
Gisp Ice Landing Strip,72.56666564941406,-38.46666717529297,GL,Summit Station,0
North Grip Ice Landingstrip,75.0999984741211,-42.31666564941406,GL,,0
Sødalen Landingstrip,68.16666412353516,-31.516666412353516,GL,Sodalen,0
Summit Ice Landingstrip,72.61666870117188,-38.5,GL,,0
Buchanan Airport,5.16765022277832,-9.283470153808594,LR,Buchanan,41
Robertsport/Cape Mount Airport,6.800000190734863,-11.366999626159668,LR,Robertsport/Cape Mount,10
Cape Palmas Airport,4.3790202140808105,-7.6969499588012695,LR,Harper,20
Greenville Sinoe Airport,5.0343098640441895,-9.066800117492676,LR,Greenville,10
Lamco Airport,5.867000102996826,-10.050000190734863,LR,Buchanan,30
Spriggs Payne Airport,6.289060115814209,-10.758700370788574,LR,Monrovia,25
Nimba Airport,7.5,-8.600000381469727,LR,Nimba,1632
Gulgubip Airport,-5.2808,141.5411,PG,Gulgubip,4900
Roberts International Airport,6.233789920806885,-10.362299919128418,LR,Monrovia,31
Sasstown Airport,4.6666669845581055,-8.433333396911621,LR,Sasstown,6
Tchien Airport,6.045650482177734,-8.138723373413086,LR,Tchien,790
Voinjama Airport,8.399999618530273,-9.767000198364258,LR,Voinjama,1400
Inezgane Airport,30.381399154663086,-9.546310424804688,MA,,89
Al Massira Airport,30.325000762939453,-9.413069725036621,MA,Agadir,250
Tan Tan Airport,28.448200225830078,-11.161299705505371,MA,Tan Tan,653
Zagora Airport,30.3202991486,-5.86667013168,MA,Zagora,2631
Ouezzane Airport,34.78329849243164,-5.63332986831665,MA,Beni Malek,571
Bouarfa Airport,32.5143055556,-1.98305555556,MA,Bouarfa,3630
Saïss Airport,33.9272994995,-4.977960109709999,MA,Fes,1900
Ifrane Airport,33.50529861450195,-5.152900218963623,MA,,5459
Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,MA,Errachidia,3428
Bassatine Airport,33.87910079956055,-5.515120029449463,MA,Meknes,1890
Taouima Nador Airport,35.150001525878906,-2.9170000553131104,MA,Nador,10
Angads Airport,34.787200927734375,-1.92399001121521,MA,Oujda,1535
Fes Sefrou Airport,34.00809860229492,-4.965559959411621,MA,Fes,1539
Taza Airport,34.233299255371094,-3.950000047683716,MA,Taza,1890
Smara Airport,26.731800079299997,-11.684700012199999,EH,Smara,350
Ben Slimane Airport,33.655399322499996,-7.221449851990001,MA,Ben Slimane,627
Beni Mellal Airport,32.400001525878906,-6.333330154418945,MA,,1670
Rabat-Salé Airport,34.05149841308594,-6.751520156860352,MA,Rabat,276
Sidi Ifni Xx Airport,29.36669921875,-10.187800407409668,MA,Sidi Ifni,190
Dakhla Airport,23.718299865722656,-15.932000160217285,EH,Dakhla,36
Mogador Airport,31.3974990845,-9.6816701889,MA,Essaouira,384
El Jadida Airport,33.233299255371094,-8.516670227050781,MA,El Jadida,92
Hassan I Airport,27.15169906616211,-13.219200134277344,EH,El Aaiún,207
Mohammed V International Airport,33.36750030517578,-7.589970111846924,MA,Casablanca,656
Taroudant Airport,30.501699447631836,-8.827500343322754,MA,Taroudant,869
Safi Airport,32.28329849243164,-9.233329772949219,MA,Safi,171
Tit Mellil Airport,33.59749984741211,-7.465000152587891,MA,Casablanca,322
Nador International Airport,34.988800048799995,-3.0282099247,MA,Nador,574
Menara Airport,31.606899261499997,-8.03629970551,MA,Marrakech,1545
Kenitra Airport,34.29890060424805,-6.595880031585693,MA,,16
Ouarzazate Airport,30.9391002655,-6.909430027010001,MA,Ouarzazate,3782
Sidi Slimane Airport,34.2305984497,-6.05013990402,MA,Sidi Slimane,179
Cherif Al Idrissi Airport,35.177101135253906,-3.83951997756958,MA,Al Hoceima,95
Saniat R'mel Airport,35.594299316406,-5.320020198822,MA,Tétouan,10
Ibn Batouta Airport,35.726898193400004,-5.91689014435,MA,Tangier,62
Goodnews Airport,59.117401123,-161.57699585,US,Goodnews,15
Dodji Airport,15.543899536132812,-14.95829963684082,SN,Dodji,66
Gora Airstrip,-9.0021,148.2364,PG,Gora,2497
Kolda North Airport,12.898500442504883,-14.968099594116211,SN,Kolda,33
Ziguinchor Airport,12.5556001663208,-16.28179931640625,SN,Ziguinchor,75
Cap Skirring Airport,12.410200119018555,-16.7460994720459,SN,Cap Skirring,52
Kaolack Airport,14.146900177001953,-16.051300048828125,SN,Kaolack,26
Léopold Sédar Senghor International Airport,14.739700317382812,-17.49020004272461,SN,Dakar,85
Ouro Sogui Airport,15.593600273132324,-13.322799682617188,SN,Matam,85
Podor Airport,16.683000564575195,-14.967000007629395,SN,Podor,20
Richard Toll Airport,16.433000564575195,-15.649999618530273,SN,Richard Toll,20
Saint Louis Airport,16.050800323486328,-16.463199615478516,SN,Saint Louis,9
Bakel Airport,14.847299575805664,-12.468299865722656,SN,Bakel,98
Kédougou Airport,12.57229995727539,-12.22029972076416,SN,Kédougou,584
Simenti Airport,13.046799659729004,-13.29539966583252,SN,Simenti,171
Tambacounda Airport,13.736800193786621,-13.65310001373291,SN,Tambacounda,161
Aioun el Atrouss Airport,16.711299896240234,-9.637880325317383,MR,Aioun El Atrouss,951
Boutilimit Airport,17.533000946044922,-14.682999610900879,MR,Boutilimit,121
Tichitt Airport,18.450000762939453,-9.517000198364258,MR,Tichitt,561
Tidjikja Airport,18.570100784301758,-11.423500061035156,MR,Tidjikja,1363
Abbaye Airport,16.63331413269043,-14.200000762939453,MR,Boghe,66
Kiffa Airport,16.59000015258789,-11.406200408935547,MR,Kiffa,424
Timbedra Airport,16.232999801635742,-8.166999816894531,MR,Timbedra,692
Néma Airport,16.621999740600586,-7.3165998458862305,MR,Néma,751
Akjoujt Airport,19.733016967773438,-14.383249282836914,MR,Akjoujt,403
Kaédi Airport,16.159500122070312,-13.507599830627441,MR,Kaédi,66
Letfotar Airport,17.75,-12.5,MR,Moudjeria,256
Dahara Airport,16.299999237060547,-8.050000190734863,MR,Timbreda,722
Nouakchott International Airport,18.09819984436035,-15.94849967956543,MR,Nouakchott,13
Sélibaby Airport,15.179699897766113,-12.207300186157227,MR,Sélibaby,219
Tamchakett Airport,17.232999801635742,-10.817000389099121,MR,Tamchakett,620
Atar International Airport,20.506799697875977,-13.04319953918457,MR,Atar,734
Fderik Airport,22.66699981689453,-12.732999801635742,MR,Fderik,961
Nouadhibou International Airport,20.9330997467041,-17.030000686645508,MR,Nouadhibou,24
Bir Moghrein Airport,25.2367000579834,-11.588700294494629,MR,Bir Moghrein,1206
Tazadit Airport,22.756399154663086,-12.483599662780762,MR,Zouérate,1129
Arnissa Airport,40.8409569069,21.826057434099997,GR,Edessa,2071
Dhokimion Airport,38.61259841918945,21.395200729370117,GR,Agrinion,154
Florina Airport,40.802398681640625,21.431800842285156,GR,Florina,2109
Nea Kavala Polykastro Airport,40.98440170288086,22.626300811767578,GR,Nea Kavala,76
Spetsai Airport,37.348899841308594,23.253999710083008,GR,Spetsai,1
Grand Cess Airport,4571,-8.2076,LR,Grand Cess,28
Granite Mountain Air Station,65.40209961,-161.2810059,US,Granite Mountain,1313
Chiquimula Airport,14.83092,-89.520938,GT,Chiquimula,1484
Dos Lagunas Airport,17.6124000549,-89.6884002686,GT,Dos Lagunas,1057
El Naranjo Airport,17.352800369262695,-90.15139770507812,GT,El Naranjo,387
Paso Caballos Airport,17.2639007568,-90.25630187990001,GT,Paso Caballos,213
Las Vegas Airport,15.6688995361,-88.957901001,GT,Rio Dulce,28
El Petén Airport,17.226388931274414,-89.6050033569336,GT,Tikal,774
Uaxactun Airport,17.3938884735,-89.63274383539999,GT,Uaxactun,573
SANTIAGO,14.609280294500001,-91.24419093130001,GT,,0
Nebaj,15.447310102700001,-91.162147522,GT,,0
Chajul,15.477297602399998,-91.03370189670001,GT,,0
Barillas upper,15.8162861226,-91.2969017029,GT,,5800
San Luis Ixcan Valle Uno Candelaria,15.798943330199998,-91.087474823,GT,,0
Rancho Pal,15.8751579288,-91.14309310910001,GT,,0
Xalbal,15.8692137295,-90.99838256839999,GT,,0
Flore del Norte Airport,16.0227158087,-91.1113786697,GT,Flore del Norte,0
Los Angeles Airstrip,16.043668785199998,-91.06678962710001,GT,Los Angeles,0
Cuarto Pueblo Airport,16.0401217826,-90.9766244888,GT,Carto Pueblo,0
Ixquisis Airport,16.0622276524,-91.4198112488,GT,Ixquisis,0
Nueva Generación Maya Airport,15.9803081736,-91.18000030520001,GT,Nueva Generación Maya,0
Jayabaj Airport,14.9892915638,-90.7983756065,GT,Jayabaj,0
Zacualpa Airport,15.0155103165,-90.8985185623,GT,Zacualpa,0
Canilla Airport,15.170062803399999,-90.8587360382,GT,Rio Seco,0
Uspantan Airport,15.342547366900002,-90.8727264404,GT,Uspantan,0
Xuctul Airport,15.816038378899998,-90.2756881714,GT,Xuctul,0
San Pedro Cotija Airport,15.7038619663,-90.88834762569999,GT,San Pedro Cotija,0
Playa Grande Airport,15.997500419600001,-90.74169921880001,GT,Playa Grande,577
Kirawira B Aerodrome,-2.16083333333,34.225555555599996,TZ,Grumeti Game Reserve,3970
Conakry Airport,9.57689,-13612,GN,Conakry,72
Guriaso (Keraso) Airport,-3.583167,141.5895,PG,Guriaso,400
Fria Airport,10.350600242614746,-13.569199562072754,GN,,499
Faranah Airport,10.0354995728,-10.769800186199998,GN,,1476
Gbenko Airport,9.24602985382,-9.295140266419999,GN,Banankoro,2133
Kawass Airport,10.651000022888184,-14.533599853515625,GN,Kawass,36
Kissidougou Airport,9.16055965423584,-10.12440013885498,GN,Kissidougou,1808
Labe Airport,11.32610034942627,-12.286800384521484,GN,,3396
Macenta Airport,8.48185702226,-9.525070846560002,GN,Macenta,1690
Nzerekore Airport,7.806019306182861,-8.701797485351562,GN,Nzerekore,1657
Boke Airport,10.965800285339355,-14.281100273132324,GN,Boke,164
Sangaredi Airport,11.116999626159668,-13.833000183105469,GN,Sangaredi,686
Sambailo Airport,12.572699546813965,-13.358499526977539,GN,Koundara,295
Siguiri Airport,11.432999610900879,-9.166999816894531,GN,Siguiri,1296
Kankan Airport,10.394000053405762,-9.303799629211426,GN,Kankan,1234
Amílcar Cabral International Airport,16.74139976501465,-22.949399948120117,CV,Espargos,177
Agostinho Neto Airport,17.202800750732422,-25.090599060058594,CV,Ponta do Sol,32
Rabil Airport,16.136499404907227,-22.888900756835938,CV,Rabil,69
Gordonsville Municipal Airport,38.15599823,-78.165802002,US,Gordonsville,454
Maio Airport,15.155900001525879,-23.213699340820312,CV,Vila do Maio,36
Mosteiros Airport,15.045000076293945,-24.33919906616211,CV,Vila do Mosteiros,66
Praia International Airport,14.924500465393066,-23.493499755859375,CV,Praia,230
São Filipe Airport,14.8850002289,-24.4799995422,CV,São Filipe,617
Preguiça Airport,16.58839988708496,-24.284700393676758,CV,Preguiça,669
São Pedro Airport,16.833200454711914,-25.055299758911133,CV,São Pedro,66
Bemichi Airport,7.6999998092699995,-59.1666603088,GY,Bemichi,94
Botopasi Airport,4.21751109352,-55.4470539093,SR,Botopasi,242
Djumu-Djomoe Airport,4.00571261057,-55.4816436768,SR,Djumu-Djomoe,290
Ladouanie Airport,4.37610828345,-55.407056808499995,SR,Aurora,236
Washabo Airport,5.2501502037000005,-57.1738014221,SR,Washabo,68
Highland-Winet Airport,38.779300689697266,-89.6404037475586,US,Highland,537
Gainesville Memorial Airport,36.61259841918945,-92.39990234375,US,Gainesville,1070
Whetstone International Airport,49,-112.79299926757812,US,Port of Del Bonita,4336
Hyampom Airport,40.627601623535156,-123.47100067138672,US,Hyampom,1250
Sackman Field,38.450599670410156,-90.23590087890625,US,Columbia,420
Bismarck Memorial Airport,37.75419998168945,-90.6167984008789,US,Bismarck,1038
Nowata Municipal Airport,36.72090148925781,-95.62529754638672,US,Nowata,679
"Hernando Village Airpark, Inc Airport",34.79819869995117,-90.03700256347656,US,Hernando,242
Field of Dreams Airport,44.3650016784668,-83.76249694824219,US,Hale,830
Pawnee Municipal Airport,36.383399963378906,-96.810302734375,US,Pawnee,875
Addis Ababa Bole International Airport,8.97789001465,38.799301147499996,ET,Addis Ababa,7630
Adaba Airport,7.050000190734863,39.400001525878906,ET,Adaba,7896
Lideta Army Airport,9.003680229187012,38.72600173950195,ET,Addis Ababa,7749
Arba Minch Airport,6.0393900871276855,37.59049987792969,ET,,3901
Axum Airport,14.14680004119873,38.77280044555664,ET,,6959
Baco Airport,5.782869815826416,36.5620002746582,ET,Baco,0
Bahir Dar Airport,11.608099937438965,37.32160186767578,ET,Bahir Dar,5978
Beica Airport,9.38638973236084,34.52190017700195,ET,Beica,5410
Harford Field,42.924400329589844,-106.30899810791016,US,Casper,5370
Combolcha Airport,11.082500457763672,39.71139907836914,ET,Dessie,6117
